ReportingYear,Sector,License#,TYPEFACILITY,FACILITY_SUBTYPE,Facility Type Group,FacilityLicenseIssueYear,FacilityName,FacilityRegion
2018,Private,PF3008,Pharmacy,Outpatient Pharmacy,Pharmacy,2017,AL AIN PHARMACY - (LLC) - BRANCH 6,Al Ain
2018,Private,PF2998,Pharmacy,Outpatient Pharmacy,Pharmacy,2017,HEALTH TIME PHARMACY,Abu Dhabi
2018,Private,PF3009,Pharmacy,Inpatient Pharmacy,Pharmacy,2016,IN-PATIENT PHARMACY- MEDICLINIC HOSPITALS L.L.C -- BRANCH 4,Al Ain
2018,Private,PF1671,Pharmacy,24 Hr Pharmacy,Pharmacy,2011,UNIVERSAL HOSPITAL PHARMACY - AL AIN L.L.C.,Al Ain
2018,Private,PF1692,Pharmacy,Outpatient Pharmacy,Pharmacy,2011,AL AHALIA INTERNATIONAL PHARMACY,Abu Dhabi
2018,Private,PF2978,Pharmacy,24 Hr Pharmacy,Pharmacy,2017,UNIVERSAL HOSPITAL PHARMACY L L C - BRANCH 3,Abu Dhabi
2018,Private,PF2939,Pharmacy,Outpatient Pharmacy,Pharmacy,2016,NEW PHARMACY  COMPANY WLL- BRANCH 6,Abu Dhabi
2018,Private,PF1725,Pharmacy,Outpatient Pharmacy,Pharmacy,2012,MANSOUR PHARMACY - BRANCH 1,Abu Dhabi
2018,Private,PF2932,Pharmacy,Outpatient Pharmacy,Pharmacy,2016,THUMBAY PHARMACY L.L.C.,Al Dhafrah
2018,Private,PF2916,Pharmacy,Outpatient Pharmacy,Pharmacy,2016,KOHAT PHARMACY- BRANCH 1,Abu Dhabi
2018,Private,PF2893,Pharmacy,Outpatient Pharmacy,Pharmacy,2016,LA BEAUTE PHARMACY,Abu Dhabi
2018,Private,PF1748,Pharmacy,Outpatient Pharmacy,Pharmacy,2012,AL MANARA INTERNATIONAL PHARMACY,Abu Dhabi
2018,Private,PF2829,Pharmacy,Outpatient Pharmacy,Pharmacy,2015,BURJEEL PHARMACY AL SHAMKHA LLC,Abu Dhabi
2018,Private,PF1329,Pharmacy,Outpatient Pharmacy,Pharmacy,2003,AL WAZEER PHARMACY,Al Ain
2018,Private,PF1310,Pharmacy,24 Hr Pharmacy,Pharmacy,1999,MEDICLINIC PHARMACY - ALNOOR,Abu Dhabi
2018,Private,PF1650,Pharmacy,Outpatient Pharmacy,Pharmacy,2010,AL HAYER PHARMACY EST,Al Ain
2018,Private,PF2818,Pharmacy,Outpatient Pharmacy,Pharmacy,2015,BARCELONA PHARMACY LLC,Abu Dhabi
2018,Private,PF2956,Pharmacy,Outpatient Pharmacy,Pharmacy,2016,DAR AL-SHIFAA PHARMACY LLC - BRANCH 2,Abu Dhabi
2018,Private,PF1030,Pharmacy,24 Hr Pharmacy,Pharmacy,2000,RIMA PHARMACY,Abu Dhabi
2018,Private,PF2875,Pharmacy,Outpatient Pharmacy,Pharmacy,2016,AL MANARA PHARMACY -BRANCH 5,Abu Dhabi
2018,Private,PF1402,Pharmacy,Outpatient Pharmacy,Pharmacy,2005,LAHORE PHARMACY L.L.C,Abu Dhabi
2018,Private,PF2858,Pharmacy,Inpatient Pharmacy,Pharmacy,2016,NMC ROYAL HOSPITAL PHARMACY LLC,Abu Dhabi
2018,Private,PF1390,Pharmacy,Outpatient Pharmacy,Pharmacy,2005,JUNAID PHARMACY L.L.C,Al Dhafrah
2018,Private,PF1111,Pharmacy,Outpatient Pharmacy,Pharmacy,2002,HEALTH FIRST PHARMACY - BRANCH 7,Abu Dhabi
2018,Private,PF1599,Pharmacy,Inpatient Pharmacy,Pharmacy,2010,NATIONAL HOSPITAL  PHARMACY,Abu Dhabi
2018,Private,PF1317,Pharmacy,Outpatient Pharmacy,Pharmacy,2002,MANSOUR PHARMACY,Abu Dhabi
2018,Private,PF2806,Pharmacy,Outpatient Pharmacy,Pharmacy,2016,IBN SINA PHARMACY L.L.C. - BRANCH 15,Abu Dhabi
2018,Private,PF2816,Pharmacy,Outpatient Pharmacy,Pharmacy,2017,MEDICLINIC PHARMACY - KHALIFA CITY,Abu Dhabi
2018,Private,PF2800,Pharmacy,Outpatient Pharmacy,Pharmacy,2016,HEALTH FIRST PHARMACY - BRANCH 17,Abu Dhabi
2018,Private,PF2801,Pharmacy,Outpatient Pharmacy,Pharmacy,2015,UNIQUE AL AHALIA PHARMACY - BRANCH 1,Abu Dhabi
2018,Private,PF2790,Pharmacy,24 Hr Pharmacy,Pharmacy,2015,MEDEOR 24X7 PHARMACY - LLC,Abu Dhabi
2018,Private,PF2771,Pharmacy,Outpatient Pharmacy,Pharmacy,2015,SUPER CARE PHARMACY - BRANCH OF ABU DHABI 2,Abu Dhabi
2018,Private,PF1735,Pharmacy,Outpatient Pharmacy,Pharmacy,2012,COSMESURGE AND EMIRATES HOSPITAL PHARMACY L.L.C - BRANCH 1,Abu Dhabi
2018,Private,PF2514,Pharmacy,Inpatient Pharmacy,Pharmacy,2012,AIN AL KHALEEJ HOSPITAL IN PATIENT PHARMACY,Al Ain
2018,Private,PF2763,Pharmacy,Outpatient Pharmacy,Pharmacy,2015,ALMANARA PHARMACY HILI MALL,Al Ain
2018,Private,PF2747,Pharmacy,Outpatient Pharmacy,Pharmacy,2015,AL EZZA PHARMACY,Al Ain
2018,Private,PF2744,Pharmacy,Outpatient Pharmacy,Pharmacy,2014,ALMANARA PHARMACY - YAS MALL,Abu Dhabi
2018,Private,PF2724,Pharmacy,Outpatient Pharmacy,Pharmacy,2015,BAWABAT AL SHIFA PHARMACY,Al Dhafrah
2018,Private,PF2733,Pharmacy,Outpatient Pharmacy,Pharmacy,2016,MEDICLINIC PHARMACY - ALBATEEN,Abu Dhabi
2018,Private,PF2731,Pharmacy,Outpatient Pharmacy,Pharmacy,2015,AL NOOR HOSPITAL PHARMACY - MARAWAH,Al Dhafrah
2018,Private,PF2736,Pharmacy,Outpatient Pharmacy,Pharmacy,2015,UNIQUE AL AHALIA PHARMACY,Abu Dhabi
2018,Private,PF2759,Pharmacy,Inpatient Pharmacy,Pharmacy,2015,DANAT AL EMARAT HOSPITAL FOR WOMEN AND CHILDERN LLC IN-PATIENT PHARMACY ,Abu Dhabi
2018,Private,PF2701,Pharmacy,Outpatient Pharmacy,Pharmacy,2014,LAN CASTER PHARMACY BRANCH 1,Al Ain
2018,Private,PF2660,Pharmacy,Outpatient Pharmacy,Pharmacy,2014,SUPER CARE AL SALAM PHARMACY LLC,Abu Dhabi
2018,Private,PF2562,Pharmacy,Outpatient Pharmacy,Pharmacy,2014,HEALTH PLUS PHARMACY L L C - BRANCH 1,Abu Dhabi
2018,Private,PF2655,Pharmacy,Outpatient Pharmacy,Pharmacy,2015,HEALTH FIRST PHARMACY - BRANCH 13,Abu Dhabi
2018,Private,PF2587,Pharmacy,Outpatient Pharmacy,Pharmacy,2014,MEDICINA AL MUNEERA PHARMACY,Abu Dhabi
2018,Private,PF2588,Pharmacy,Outpatient Pharmacy,Pharmacy,2015,MEDICINA ALFALAH PHARMACY,Abu Dhabi
2018,Private,PF2652,Pharmacy,Outpatient Pharmacy,Pharmacy,2015,DOCTOR SHERIF MATTAR PHARMACY L L C ,Abu Dhabi
2018,Public,PF2602,Pharmacy,Outpatient Pharmacy,Pharmacy,2016, CORRECTION AND PRISONS ADM CLINIC PHARMACY - ALSADER,Abu Dhabi
2018,Private,PF2605,Pharmacy,Inpatient Pharmacy,Pharmacy,2015,NMC ROYAL  WOMENS HOSPITAL PHARMACY L.L.C,Abu Dhabi
2018,Private,PF2623,Pharmacy,Inpatient Pharmacy,Pharmacy,2013,UNIVERSAL HOSPITAL INPATIENT PHARMACY LLC,Abu Dhabi
2018,Private,PF2631,Pharmacy,Outpatient Pharmacy,Pharmacy,2014,LAN CASTER PHARMACY,Al Ain
2018,Private,PF2628,Pharmacy,Outpatient Pharmacy,Pharmacy,2014,ALAIN PHARMACY UMM GHAFAH  LLC,Al Ain
2018,Public,PF2640,Pharmacy,Outpatient Pharmacy,Pharmacy,2014,ADNOC TECHNICAL INSTITUTE PHARMACY,Abu Dhabi
2018,Private,PF2610,Pharmacy,Outpatient Pharmacy,Pharmacy,2013,BOOTS DEERFIELDS PHARMACY                               ,Abu Dhabi
2018,Public,PF2619,Pharmacy,Inpatient Pharmacy,Pharmacy,2014,HEALTH POINT HOSPITAL LLC INPATIENT PHARMACY,Abu Dhabi
2018,Private,PF2711,Pharmacy,Outpatient Pharmacy,Pharmacy,2014,PHARMACY BLUE MOON,Abu Dhabi
2018,Private,PF2712,Pharmacy,Outpatient Pharmacy,Pharmacy,2016,ALHOSN PHARMACY  L L C,Abu Dhabi
2018,Private,PF2559,Pharmacy,24 Hr Pharmacy,Pharmacy,2013,BAREEN PHARMACY,Abu Dhabi
2018,Private,PF2576,Pharmacy,Outpatient Pharmacy,Pharmacy,2013,MEDSTAR PHARMACY SANAIYA ALAIN L.L.C,Al Ain
2018,Private,PF2786,Pharmacy,24 Hr Pharmacy,Pharmacy,2015,UNIVERSAL HOSPITAL PHARMACY LLC - BRANCH 1,Abu Dhabi
2018,Private,PF2539,Pharmacy,Outpatient Pharmacy,Pharmacy,2013,CITY PHARMACY COMPANY - W L L - BRANCH 1,Abu Dhabi
2018,Private,PF2520,Pharmacy,Outpatient Pharmacy,Pharmacy,2012,AL MADAR MEDICAL CENTER PHARMACY L.L.C,Al Ain
2018,Private,PF2658,Pharmacy,Outpatient Pharmacy,Pharmacy,2014,MOUNT PHARMACY,Abu Dhabi
2018,Private,PF1763,Pharmacy,Outpatient Pharmacy,Pharmacy,2012,HARLEY STREET PHARMACY L.L.C ,Abu Dhabi
2018,Private,PF1764,Pharmacy,Outpatient Pharmacy,Pharmacy,2012,HEALTH FIRST PHARMACY - BRANCH 10,Abu Dhabi
2018,Private,PF2784,Pharmacy,24 Hr Pharmacy,Pharmacy,2016,ULTRA MEDICAL CENTER PHARMACY,Al Ain
2018,Private,PF2791,Pharmacy,Outpatient Pharmacy,Pharmacy,2015,NOOR ALAHLI PHARMACY,Al Ain
2018,Private,PF2799,Pharmacy,Outpatient Pharmacy,Pharmacy,2015,HEALTH FIRST PHARMACY - BRANCH 15,Abu Dhabi
2018,Private,PF2805,Pharmacy,Outpatient Pharmacy,Pharmacy,2016,IBN SINA PHARMACY L.L.C. - BRANCH 16,Abu Dhabi
2018,Private,PF2812,Pharmacy,Outpatient Pharmacy,Pharmacy,2016,PRESTIGE PHARMACY,Abu Dhabi
2018,Private,PF1008,Pharmacy,Outpatient Pharmacy,Pharmacy,2001,AL SALAMAT PHARMACY,Al Ain
2018,Private,PF1705,Pharmacy,Outpatient Pharmacy,Pharmacy,2012,AL MUWAILIH PHARMACY LLC,Abu Dhabi
2018,Private,PF2840,Pharmacy,Outpatient Pharmacy,Pharmacy,2015,LAN CASTER PHARMACY - BRANCH 2,Al Ain
2018,Private,PF2862,Pharmacy,Outpatient Pharmacy,Pharmacy,2016,ALANQOOD PHARMACY BRAMCH 1,Al Dhafrah
2018,Private,PF1516,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,ABU SHARIA PHARMACY L.L.C,Abu Dhabi
2018,Private,PF2871,Pharmacy,Outpatient Pharmacy,Pharmacy,2016,AL BISHARAH PHARMACY LLC,Abu Dhabi
2018,Private,PF2874,Pharmacy,Outpatient Pharmacy,Pharmacy,2016,AL MANARA PHARMACY SHAMS-BRANCH- MASDAR CITY,Abu Dhabi
2018,Private,PF2879,Pharmacy,Outpatient Pharmacy,Pharmacy,2016,ALGHARBIA MEDICINE PHARMACY,Abu Dhabi
2018,Private,PF2900,Pharmacy,Outpatient Pharmacy,Pharmacy,2016,IVI MIDDLE EAST PHARMACY LLC,Abu Dhabi
2018,Private,PF1171,Pharmacy,Outpatient Pharmacy,Pharmacy,1988,AL SENAEYA PHARMACY,Al Ain
2018,Private,PF1160,Pharmacy,Outpatient Pharmacy,Pharmacy,2001,BASSEM PHARMACY LLC,Abu Dhabi
2018,Private,PF1345,Pharmacy,Outpatient Pharmacy,Pharmacy,2003,NMC PHARMACY - BRANCH 1,Abu Dhabi
2018,Private,PF1278,Pharmacy,Outpatient Pharmacy,Pharmacy,1997,NEDHAL PHARMACY,Al Ain
2018,Private,PF1306,Pharmacy,24 Hr Pharmacy,Pharmacy,2000,NEW NATIONAL MEDICAL CENTRE PHARMACY,Abu Dhabi
2018,Private,PF1005,Pharmacy,Outpatient Pharmacy,Pharmacy,2000,TALAT PHARMACY,Abu Dhabi
2018,Private,PF2961,Pharmacy,Outpatient Pharmacy,Pharmacy,2016,AL AIN PHARMACY - (LLC) - BRANCH 3,Al Ain
2018,Private,PF2975,Pharmacy,Outpatient Pharmacy,Pharmacy,2017,AL MANARA PHARMACY -  BRANCH 10,Abu Dhabi
2018,Private,PF2969,Pharmacy,Outpatient Pharmacy,Pharmacy,2017,MED CARE PHARMACY OWNED BY IBRAHIM ABDULNOOR ALZAROONI - SOLE PROPRIETORSHIP LLC,Abu Dhabi
2018,Private,PF2825,Pharmacy,Outpatient Pharmacy,Pharmacy,2016,MEDICINA PHARMACY -BRANCH 3,Abu Dhabi
2018,Private,PF2985,Pharmacy,Outpatient Pharmacy,Pharmacy,2017,SHADA PHARMACY L.L.C,Abu Dhabi
2018,Private,PF3004,Pharmacy,Outpatient Pharmacy,Pharmacy,2017,ASTER PHARMACIES GROUP LLC- BRANCH OF ABU DHABI 8,Abu Dhabi
2018,Private,PF2993,Pharmacy,Outpatient Pharmacy,Pharmacy,2017,IDEAL PHARMACY L.L.C,Abu Dhabi
2018,Private,PF1630,Pharmacy,Inpatient Pharmacy,Pharmacy,2010,IN-PATIENT PHARMACY -MEDICLINIC HOSPITALS L.L.C. -- BRANCH 1,Al Ain
2018,Private,PF2967,Pharmacy,Outpatient Pharmacy,Pharmacy,2016,AL BUROOJ PHARMACY L.L.C,Abu Dhabi
2018,Private,PF3012,Pharmacy,Inpatient Pharmacy,Pharmacy,2017,MEDEOR INTERNATIONAL HOSPITAL INPATIENT PHARMACY,Al Ain
2018,Private,PF1587,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,COOPERATIVE AL AIN PHARMACY - CO L LC,Al Ain
2018,Private,PF3010,Pharmacy,Outpatient Pharmacy,Pharmacy,2018,FIRST CURE PHARMACY - BRANCH 1,Abu Dhabi
2018,Private,PF1368,Pharmacy,Outpatient Pharmacy,Pharmacy,2005,COSMESURGE AND EMIRATES HOSPITAL PHARMACY L.L.C,Abu Dhabi
2018,Private,PF1049,Pharmacy,Outpatient Pharmacy,Pharmacy,1996,IBN HAYAN PHARMACY,Abu Dhabi
2018,Private,PF3025,Pharmacy,Outpatient Pharmacy,Pharmacy,2017,ALAIN PHARMACY - (LLC) - BRANCH 7,Al Ain
2018,Private,PF3027,Pharmacy,Outpatient Pharmacy,Pharmacy,2017,IRVINE PHARMACY,Al Ain
2018,Private,PF3030,Pharmacy,Outpatient Pharmacy,Pharmacy,2017,ALHIKMA PHARMACY - BRANCH 1,Al Ain
2018,Private,PF3034,Pharmacy,Outpatient Pharmacy,Pharmacy,2018,FINE CARE PHARMACY - SOLE PROPRIETORSHIP L.L.C.,Al Ain
2018,Private,PF1754,Pharmacy,Outpatient Pharmacy,Pharmacy,2012,SKY COMMUNITY PHARMACY,Abu Dhabi
2018,Private,PF3053,Pharmacy,Outpatient Pharmacy,Pharmacy,2018,GOLDEN CARE PHARMACY,Abu Dhabi
2018,Private,PF3061,Pharmacy,Outpatient Pharmacy,Pharmacy,2018,NOOR ALAHLI PHARMACY - BRANCH 8,Al Dhafrah
2018,Private,PF3065,Pharmacy,Outpatient Pharmacy,Pharmacy,2017,BLUE OCEAN PHARMACY,Abu Dhabi
2018,Private,PF1473,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,BEAUTY PHARMACY L L C,Abu Dhabi
2018,Private,PF1591,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,LULU AL AIN PHARMACY-LLC-BRANCH,Al Ain
2018,Private,PF3072,Pharmacy,Outpatient Pharmacy,Pharmacy,2017,AL AIN PHARMACY - (LLC) - BRANCH 9,Al Ain
2018,Private,PF3074,Pharmacy,Outpatient Pharmacy,Pharmacy,2018,MEDICINA PHARMACY - BRANCH 14,Abu Dhabi
2018,Private,PF1743,Pharmacy,24 Hr Pharmacy,Pharmacy,2012,AL SALAMA ONE DAY SURGERY CENTER PHARMACY L.L.C,Abu Dhabi
2018,Private,PF1724,Pharmacy,Outpatient Pharmacy,Pharmacy,2012,BOOTS BAWABAT AL SHARQ PHARMACY,Abu Dhabi
2018,Private,PF3104,Pharmacy,Outpatient Pharmacy,Pharmacy,2018,LLH PHARMACY ALMUSAFFAH L.L.C,Abu Dhabi
2018,Private,PF1715,Pharmacy,Outpatient Pharmacy,Pharmacy,2013,TIME CURE PHARMACY,Abu Dhabi
2018,Private,PF3117,Pharmacy,Outpatient Pharmacy,Pharmacy,2018,MEDMAX PHARMACY L.L.C.,Abu Dhabi
2018,Private,PF3127,Pharmacy,Outpatient Pharmacy,Pharmacy,2018,AL WAHDA PHARMACY L LC -  BRANCH 2,Abu Dhabi
2018,Private,PF2927,Pharmacy,Outpatient Pharmacy,Pharmacy,2016,MEDICLINIC  PHARMACY ASPETAR  L.L.C.,Al Ain
2018,Private,PF2894,Pharmacy,Outpatient Pharmacy,Pharmacy,2016,AL FURQAN PHARMACY,Abu Dhabi
2018,Private,PF3121,Pharmacy,Outpatient Pharmacy,Pharmacy,2018,AL MAGD CENTER PHARMACY L.L.C - SOLE PROPRIETORSHIP L.L.C.,Al Ain
2018,Private,PF3141,Pharmacy,Outpatient Pharmacy,Pharmacy,2018,HEART BEAT PHARMACY  L.L.C.,Abu Dhabi
2018,Private,PF1701,Pharmacy,Outpatient Pharmacy,Pharmacy,2013,Nova Pharmacy,Al Ain
2018,Private,PF2912,Pharmacy,Outpatient Pharmacy,Pharmacy,2016,BURJEEL PHARMACY  L.L.C. - BRANCH 12,Abu Dhabi
2018,Private,PF1691,Pharmacy,Outpatient Pharmacy,Pharmacy,2011,BOOTS AL RAHA  PHARMACY,Abu Dhabi
2018,Private,PF1285,Pharmacy,24 Hr Pharmacy,Pharmacy,1999,AL AHLIA CENTRAL PHARMACY,Abu Dhabi
2018,Private,PF1137,Pharmacy,Outpatient Pharmacy,Pharmacy,1985,AL AHLIA PHARMACY,Abu Dhabi
2018,Private,PF1440,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,AL AMAL PHARMACY BRANCH,Abu Dhabi
2018,Private,PF1094,Pharmacy,Outpatient Pharmacy,Pharmacy,2004,AL INMA PHARMACY- L L C,Abu Dhabi
2018,Private,PF1185,Pharmacy,Outpatient Pharmacy,Pharmacy,1992,AL IMAN PHARMACY,Abu Dhabi
2018,Private,PF1544,Pharmacy,Inpatient Pharmacy,Pharmacy,2011,MEDICLINIC HOSPITALS  L.L.C - INPATIENT PHARMACY,Abu Dhabi
2018,Private,PF1045,Pharmacy,Outpatient Pharmacy,Pharmacy,1979,AL NASR PHARMACY - LLC,Al Ain
2018,Private,PF1578,Pharmacy,Outpatient Pharmacy,Pharmacy,2011,IBN SINA PHARMACY L.L.C. - BRANCH 6,Abu Dhabi
2018,Private,PF1496,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,BURJEEL PHARMACY L.L.C - BRANCH 7,Abu Dhabi
2018,Private,PF1426,Pharmacy,Outpatient Pharmacy,Pharmacy,2006,AL ISTIQLAL PHARMACY,Abu Dhabi
2018,Private,PF1481,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,BURJEEL PHARMACY L.L.C - BRANCH 11,Abu Dhabi
2018,Private,PF1218,Pharmacy,Outpatient Pharmacy,Pharmacy,1993,UNIVERSAL PHARMACY LLC,Abu Dhabi
2018,Private,PF1384,Pharmacy,Outpatient Pharmacy,Pharmacy,2005,NEIMA PHARMACY,Al Ain
2018,Private,PF1576,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,NEW AL DAMAN  PHARMACY L L C,Abu Dhabi
2018,Private,PF1460,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,BANGASH PHARMACY - LLC,Abu Dhabi
2018,Private,PF1492,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,Babil Pharmacy L.L.C,Abu Dhabi
2018,Private,PF1465,Pharmacy,Outpatient Pharmacy,Pharmacy,2007,MEDICLINIC PHARMACY - AL MUSAFFAH 2,Abu Dhabi
2018,Private,PF1391,Pharmacy,24 Hr Pharmacy,Pharmacy,2006,MEDICLINIC PHARMACY - ALAIN - BRANCH 4,Al Ain
2018,Private,PF1637,Pharmacy,24 Hr Pharmacy,Pharmacy,2010,ALTHIQA AL DOWALIAH PHARMACY L.L.C,Abu Dhabi
2018,Private,PF1647,Pharmacy,Inpatient Pharmacy,Pharmacy,2010,LLH HOSPITAL PHARMACY- LLC,Abu Dhabi
2018,Private,PF1172,Pharmacy,Outpatient Pharmacy,Pharmacy,1995,AL AHRAM PHARMACY,Abu Dhabi
2018,Private,PF1729,Pharmacy,Outpatient Pharmacy,Pharmacy,2012,SEHA EMIRATES PHARMACY L.L.C,Abu Dhabi
2018,Private,PF1365,Pharmacy,24 Hr Pharmacy,Pharmacy,2004,AL DEWAN PHARMACY,Al Ain
2018,Private,PF1742,Pharmacy,Outpatient Pharmacy,Pharmacy,2012,GRAND PHARMACY L.L.C,Abu Dhabi
2018,Private,PF1274,Pharmacy,Outpatient Pharmacy,Pharmacy,2000,AL HAKEEM LAND PHARMACY,Abu Dhabi
2018,Private,PF1281,Pharmacy,Outpatient Pharmacy,Pharmacy,1997,AL NUAIMI PHARMACY,Abu Dhabi
2018,Private,PF1284,Pharmacy,24 Hr Pharmacy,Pharmacy,1998,AL MANARA NEW  PHARMACY,Abu Dhabi
2018,Private,PF1755,Pharmacy,Outpatient Pharmacy,Pharmacy,2012,AL ANQOOD PHARMACY,Al Dhafrah
2018,Private,PF1176,Pharmacy,Outpatient Pharmacy,Pharmacy,2005,AL AFDAL PHARMACY,Abu Dhabi
2018,Public,PF1316,Pharmacy,Outpatient Pharmacy,Pharmacy,2002,DAS MEDICAL CENTER PHARMACY,Al Dhafrah
2018,Private,PF1256,Pharmacy,Outpatient Pharmacy,Pharmacy,1996,SANDS PHARMACY,Abu Dhabi
2018,Private,PF1489,Pharmacy,Outpatient Pharmacy,Pharmacy,2008,MEDICLINIC PHARMACY - ALNOOR - BRANCH 1,Abu Dhabi
2018,Private,PF1656,Pharmacy,Outpatient Pharmacy,Pharmacy,2010,BURJEEL PHARMACY L.L.C-BRANCH 2,Abu Dhabi
2018,Private,PF1684,Pharmacy,Outpatient Pharmacy,Pharmacy,2011,ALRIYADH PHARMACY L.L.C,Abu Dhabi
2018,Private,PF1363,Pharmacy,Outpatient Pharmacy,Pharmacy,2004,IBN SINA PHARMACY L.L.C. - BRANCH 3,Abu Dhabi
2018,Private,PF1173,Pharmacy,Outpatient Pharmacy,Pharmacy,1989,ABU DHABI PHARMACY,Abu Dhabi
2018,Private,PF1311,Pharmacy,Outpatient Pharmacy,Pharmacy,1999,BAGHDAD PHARMACY L.L.C,Abu Dhabi
2018,Private,PF1709,Pharmacy,Outpatient Pharmacy,Pharmacy,2011,EASTERN AL AHLIA PHARMACY,Abu Dhabi
2018,Private,PF1717,Pharmacy,Inpatient Pharmacy,Pharmacy,2013,AL AHLI HOSPITAL COMPANY INPATIENT PHARMACY LLC,Abu Dhabi
2018,Private,PF1762,Pharmacy,Outpatient Pharmacy,Pharmacy,2012,LIFE CARE INTERNATIONAL PHARMACY L.L.C.,Abu Dhabi
2018,Private,PF1112,Pharmacy,Outpatient Pharmacy,Pharmacy,1983,EMIRATES PHARMACY,Al Ain
2018,Private,PF1210,Pharmacy,Outpatient Pharmacy,Pharmacy,1993,HANADI PHARMACY,Al Ain
2018,Private,PF2544,Pharmacy,Outpatient Pharmacy,Pharmacy,2013,ALNOORAIN PHARMACY LLC,Al Ain
2018,Private,PF2543,Pharmacy,Outpatient Pharmacy,Pharmacy,2013,AL MANARA PHARMCY-WORLD TRADE CENTER,Abu Dhabi
2018,Private,PF1547,Pharmacy,Outpatient Pharmacy,Pharmacy,2009,LULU AL AIN PHARMACY - LLC,Al Ain
2018,Private,PF2557,Pharmacy,Outpatient Pharmacy,Pharmacy,2014,PARAGON PHARMACY,Abu Dhabi
2018,Private,PF1265,Pharmacy,Inpatient Pharmacy,Pharmacy,1997,SPECIALIZED MEDICAL CARE HOSPITAL PHARMACY,Al Ain
2018,Private,PF2560,Pharmacy,Outpatient Pharmacy,Pharmacy,2013,ORANGE PHARMACY L L C,Abu Dhabi
2018,Private,PF2570,Pharmacy,24 Hr Pharmacy,Pharmacy,2013,CARE HOSPITAL PHARMACY,Al Ain
2018,Private,PF1495,Pharmacy,Inpatient Pharmacy,Pharmacy,2008,N M C SPECIALTY HOSPITAL PHARMACY - L.L.C. – 1,Abu Dhabi
2018,Private,PF1350,Pharmacy,Outpatient Pharmacy,Pharmacy,2003,NOOR AL QOUA PHARMACY,Al Ain
2018,Private,PF2598,Pharmacy,Outpatient Pharmacy,Pharmacy,2014,ALFILZA PHARMACY,Al Ain
2018,Private,PF1051,Pharmacy,Outpatient Pharmacy,Pharmacy,1979,ALRAHA PHARMACY - BRANCH 1,Abu Dhabi
2018,Private,PF2620,Pharmacy,Outpatient Pharmacy,Pharmacy,2014,GULF APOLLO PHARMACY LLC,Abu Dhabi
2018,Private,PF2622,Pharmacy,Inpatient Pharmacy,Pharmacy,2015,BAREEN INTERNATIONAL HOSPITAL PHARMACY,Abu Dhabi
2018,Private,PF2630,Pharmacy,Inpatient Pharmacy,Pharmacy,2014,INPATIENT PHARMACY/CAMBRIDGE MEDICAL AND REHABILITATION CENTER –BRANCH 1,Abu Dhabi
2018,Private,PF2633,Pharmacy,Outpatient Pharmacy,Pharmacy,2014,IBN SINA PHARMACY L.L.C. - BRANCH 14,Abu Dhabi
2018,Private,PF2642,Pharmacy,Outpatient Pharmacy,Pharmacy,2014,LEYLAN PHARMACY LLC,Abu Dhabi
2018,Private,PF3124,Pharmacy,Outpatient Pharmacy,Pharmacy,2018,AL AMIR PHARMACY - BRANCH 1,Abu Dhabi
2018,Private,PF3154,Pharmacy,Outpatient Pharmacy,Pharmacy,2018,LA ROCHE PHARMACY L.L.C. - BRANCH 1,Abu Dhabi
2018,Private,PF3049,Pharmacy,Inpatient Pharmacy,Pharmacy,2017,LIFECARE HOSPITAL INPATIENT PHARMACY,Abu Dhabi
2018,Private,PF2653,Pharmacy,Outpatient Pharmacy,Pharmacy,2014,SEA CITY PHARMACY,Abu Dhabi
2018,Private,PF2673,Pharmacy,Outpatient Pharmacy,Pharmacy,2015,SARHAD PHARMACY,Abu Dhabi
2018,Private,PF3111,Pharmacy,Outpatient Pharmacy,Pharmacy,2018,AL SARAB PHARMACY L.L.C,Abu Dhabi
2018,Private,PF2666,Pharmacy,Outpatient Pharmacy,Pharmacy,2014,ALMANARA PHARMACY BAWABAT ALSHARQ,Abu Dhabi
2018,Private,PF2677,Pharmacy,Outpatient Pharmacy,Pharmacy,2014,ALMANARA PHARMACY BOUTIK MALL,Al Ain
2018,Private,PF2696,Pharmacy,Outpatient Pharmacy,Pharmacy,2014,KINGS CLINICS PHARMACY - LLC,Abu Dhabi
2018,Private,PF2710,Pharmacy,Outpatient Pharmacy,Pharmacy,2015,MEDSTAR PHARMACY ICAD RESIDINTAL L.L.C,Abu Dhabi
2018,Private,PF2715,Pharmacy,Inpatient Pharmacy,Pharmacy,2014,LIFECARE HOSPITAL IN-PATIENT PHARMACY / BRANCH 1,Abu Dhabi
2018,Private,PF3091,Pharmacy,Outpatient Pharmacy,Pharmacy,2018,NEW AL SHUMOO PHARMACY L.L.C - BRANCH 1,Al Dhafrah
