Year,Sector,Facility Region,Facility Type Group,Facility Reporting Name,National Expatriate,Inpatient Outpatient,ER,Episodes Count
2019,Private,Abu Dhabi,Hospitals,Lifecare - Al Mafraq,National,Inpatient,ER,2
2019,Private,Abu Dhabi,Hospitals,Lifecare - Al Mafraq,National,Outpatient,Non ER,27198
2019,Private,Abu Dhabi,Hospitals,Lifecare - Al Mafraq,National,Outpatient,ER,3327
2019,Private,Abu Dhabi,Hospitals,Lifecare -Branch 1,Expatriate,Inpatient,Non ER,4784
2019,Private,Abu Dhabi,Hospitals,Lifecare -Branch 1,Expatriate,Inpatient,ER,1862
2019,Private,Abu Dhabi,Hospitals,Lifecare -Branch 1,Expatriate,Outpatient,Non ER,199631
2019,Private,Abu Dhabi,Hospitals,Lifecare -Branch 1,Expatriate,Outpatient,ER,12526
2019,Private,Abu Dhabi,Hospitals,Lifecare -Branch 1,N/A,Inpatient,Non ER,60
2019,Private,Abu Dhabi,Hospitals,Lifecare -Branch 1,N/A,Inpatient,ER,25
2019,Private,Abu Dhabi,Hospitals,Lifecare -Branch 1,N/A,Outpatient,Non ER,2906
2019,Private,Abu Dhabi,Hospitals,Lifecare -Branch 1,N/A,Outpatient,ER,166
2019,Private,Abu Dhabi,Hospitals,Lifecare -Branch 1,National,Inpatient,Non ER,586
2019,Private,Abu Dhabi,Hospitals,Lifecare -Branch 1,National,Inpatient,ER,270
2019,Private,Abu Dhabi,Hospitals,Lifecare -Branch 1,National,Outpatient,Non ER,30784
2019,Private,Abu Dhabi,Hospitals,Lifecare -Branch 1,National,Outpatient,ER,1658
2019,Private,Abu Dhabi,Hospitals,LLH,Expatriate,Inpatient,Non ER,3634
2019,Private,Abu Dhabi,Hospitals,LLH,Expatriate,Inpatient,ER,4
2019,Private,Abu Dhabi,Hospitals,LLH,Expatriate,Outpatient,Non ER,219878
2019,Private,Abu Dhabi,Hospitals,LLH,Expatriate,Outpatient,ER,6758
2019,Private,Abu Dhabi,Hospitals,LLH,N/A,Inpatient,Non ER,44
2019,Private,Abu Dhabi,Hospitals,LLH,N/A,Outpatient,Non ER,3098
2019,Private,Abu Dhabi,Hospitals,LLH,N/A,Outpatient,ER,83
2019,Private,Abu Dhabi,Hospitals,LLH,National,Inpatient,Non ER,803
2019,Private,Abu Dhabi,Hospitals,LLH,National,Outpatient,Non ER,45490
2019,Private,Abu Dhabi,Hospitals,LLH,National,Outpatient,ER,1330
2019,Private,Abu Dhabi,Hospitals,LLH - Musafah,Expatriate,Inpatient,Non ER,5467
2019,Private,Abu Dhabi,Hospitals,LLH - Musafah,Expatriate,Inpatient,ER,164
2019,Private,Abu Dhabi,Hospitals,LLH - Musafah,Expatriate,Outpatient,Non ER,193937
2019,Private,Abu Dhabi,Hospitals,LLH - Musafah,Expatriate,Outpatient,ER,8755
2019,Private,Abu Dhabi,Hospitals,LLH - Musafah,N/A,Inpatient,Non ER,76
2019,Private,Abu Dhabi,Hospitals,LLH - Musafah,N/A,Inpatient,ER,3
2019,Private,Abu Dhabi,Hospitals,LLH - Musafah,N/A,Outpatient,Non ER,3023
2019,Private,Abu Dhabi,Hospitals,LLH - Musafah,N/A,Outpatient,ER,174
2019,Private,Abu Dhabi,Hospitals,LLH - Musafah,National,Inpatient,Non ER,971
2019,Private,Abu Dhabi,Hospitals,LLH - Musafah,National,Inpatient,ER,37
2019,Private,Abu Dhabi,Hospitals,LLH - Musafah,National,Outpatient,Non ER,32016
2019,Private,Abu Dhabi,Hospitals,LLH - Musafah,National,Outpatient,ER,1466
2019,Private,Abu Dhabi,Hospitals,Medeor 24X7 -,Expatriate,Inpatient,Non ER,2664
2019,Private,Abu Dhabi,Hospitals,Medeor 24X7 -,Expatriate,Inpatient,ER,1601
2019,Private,Abu Dhabi,Hospitals,Medeor 24X7 -,Expatriate,Outpatient,Non ER,249825
2019,Private,Abu Dhabi,Hospitals,Medeor 24X7 -,Expatriate,Outpatient,ER,13064
2019,Private,Abu Dhabi,Hospitals,Medeor 24X7 -,N/A,Inpatient,Non ER,24
2019,Private,Abu Dhabi,Hospitals,Medeor 24X7 -,N/A,Inpatient,ER,19
2019,Private,Abu Dhabi,Hospitals,Medeor 24X7 -,N/A,Outpatient,Non ER,2836
2019,Private,Abu Dhabi,Hospitals,Medeor 24X7 -,N/A,Outpatient,ER,134
2019,Private,Abu Dhabi,Hospitals,Medeor 24X7 -,National,Inpatient,Non ER,863
2019,Private,Abu Dhabi,Hospitals,Medeor 24X7 -,National,Inpatient,ER,508
2019,Private,Abu Dhabi,Hospitals,Medeor 24X7 -,National,Outpatient,Non ER,67923
2019,Private,Abu Dhabi,Hospitals,Medeor 24X7 -,National,Outpatient,ER,3284
2019,Private,Abu Dhabi,Hospitals,N M C Specialty,Expatriate,Inpatient,Non ER,8656
2019,Private,Abu Dhabi,Hospitals,N M C Specialty,Expatriate,Inpatient,ER,488
2019,Private,Abu Dhabi,Hospitals,N M C Specialty,Expatriate,Outpatient,Non ER,381626
2019,Private,Abu Dhabi,Hospitals,N M C Specialty,Expatriate,Outpatient,ER,6902
2019,Private,Abu Dhabi,Hospitals,N M C Specialty,N/A,Inpatient,Non ER,145
2019,Private,Abu Dhabi,Hospitals,N M C Specialty,N/A,Inpatient,ER,13
2019,Private,Abu Dhabi,Hospitals,N M C Specialty,N/A,Outpatient,Non ER,5050
2019,Private,Abu Dhabi,Hospitals,N M C Specialty,N/A,Outpatient,ER,91
2019,Private,Abu Dhabi,Hospitals,N M C Specialty,National,Inpatient,Non ER,2709
2019,Private,Abu Dhabi,Hospitals,N M C Specialty,National,Inpatient,ER,123
2019,Private,Abu Dhabi,Hospitals,N M C Specialty,National,Outpatient,Non ER,121463
2019,Private,Abu Dhabi,Hospitals,N M C Specialty,National,Outpatient,ER,1903
2019,Private,Abu Dhabi,Hospitals,Nation,Expatriate,Inpatient,Non ER,114
2019,Private,Abu Dhabi,Hospitals,Nation,Expatriate,Inpatient,ER,1
2019,Private,Abu Dhabi,Hospitals,Nation,Expatriate,Outpatient,Non ER,5609
2019,Private,Abu Dhabi,Hospitals,Nation,Expatriate,Outpatient,ER,181
2019,Private,Abu Dhabi,Hospitals,Nation,N/A,Inpatient,Non ER,1
2019,Private,Abu Dhabi,Hospitals,Nation,N/A,Outpatient,Non ER,178
2019,Private,Abu Dhabi,Hospitals,Nation,N/A,Outpatient,ER,6
2019,Private,Abu Dhabi,Hospitals,Nation,National,Inpatient,Non ER,121
2019,Private,Abu Dhabi,Hospitals,Nation,National,Outpatient,Non ER,3955
2019,Private,Abu Dhabi,Hospitals,Nation,National,Outpatient,ER,83
2019,Private,Abu Dhabi,Hospitals,National,Expatriate,Inpatient,Non ER,72
2019,Private,Abu Dhabi,Hospitals,National,Expatriate,Inpatient,ER,34
2019,Private,Abu Dhabi,Hospitals,National,Expatriate,Outpatient,Non ER,19264
2019,Private,Abu Dhabi,Hospitals,National,Expatriate,Outpatient,ER,59
2019,Private,Abu Dhabi,Hospitals,National,N/A,Inpatient,Non ER,1
2019,Private,Abu Dhabi,Hospitals,National,N/A,Outpatient,Non ER,275
2019,Private,Abu Dhabi,Hospitals,National,N/A,Outpatient,ER,3
2019,Private,Abu Dhabi,Hospitals,National,National,Inpatient,Non ER,14
2019,Private,Abu Dhabi,Hospitals,National,National,Inpatient,ER,4
2019,Private,Abu Dhabi,Hospitals,National,National,Outpatient,Non ER,5117
2019,Private,Abu Dhabi,Hospitals,National,National,Outpatient,ER,3
2019,Private,Abu Dhabi,Hospitals,Nmc Royal Womens,Expatriate,Inpatient,Non ER,4801
2019,Private,Abu Dhabi,Hospitals,Nmc Royal Womens,Expatriate,Outpatient,Non ER,36547
2019,Private,Abu Dhabi,Hospitals,Nmc Royal Womens,N/A,Inpatient,Non ER,31
2019,Private,Abu Dhabi,Hospitals,Nmc Royal Womens,N/A,Outpatient,Non ER,360
2019,Private,Abu Dhabi,Hospitals,Nmc Royal Womens,National,Inpatient,Non ER,3105
2019,Private,Abu Dhabi,Hospitals,Nmc Royal Womens,National,Outpatient,Non ER,16018
2019,Private,Abu Dhabi,Hospitals,Nmc Royal Womens,National,Outpatient,ER,4
2019,Private,Abu Dhabi,Hospitals,Nmc Specialty -,Expatriate,Inpatient,Non ER,4195
2019,Private,Abu Dhabi,Hospitals,Nmc Specialty -,Expatriate,Inpatient,ER,1588
2019,Private,Abu Dhabi,Hospitals,Nmc Specialty -,Expatriate,Outpatient,Non ER,207489
2019,Private,Abu Dhabi,Hospitals,Nmc Specialty -,Expatriate,Outpatient,ER,36418
2019,Private,Abu Dhabi,Hospitals,Nmc Specialty -,N/A,Inpatient,Non ER,73
2019,Private,Abu Dhabi,Hospitals,Nmc Specialty -,N/A,Inpatient,ER,24
2019,Private,Abu Dhabi,Hospitals,Nmc Specialty -,N/A,Outpatient,Non ER,3246
2019,Private,Abu Dhabi,Hospitals,Nmc Specialty -,N/A,Outpatient,ER,584
2019,Private,Abu Dhabi,Hospitals,Nmc Specialty -,National,Inpatient,Non ER,4661
2019,Private,Abu Dhabi,Hospitals,Nmc Specialty -,National,Inpatient,ER,2164
2019,Private,Abu Dhabi,Hospitals,Nmc Specialty -,National,Outpatient,Non ER,193108
2019,Private,Abu Dhabi,Hospitals,Nmc Specialty -,National,Outpatient,ER,52014
2019,Private,Abu Dhabi,Hospitals,Plus International Medical Centre,Expatriate,Inpatient,Non ER,4
2019,Private,Abu Dhabi,Hospitals,Plus International Medical Centre,Expatriate,Outpatient,Non ER,7
2019,Private,Abu Dhabi,Hospitals,Plus International Medical Centre,National,Inpatient,Non ER,16
2019,Private,Abu Dhabi,Hospitals,Plus International Medical Centre,National,Outpatient,Non ER,3
2019,Private,Abu Dhabi,Hospitals,Provita International Medical Centre,Expatriate,Inpatient,Non ER,3
2019,Private,Abu Dhabi,Hospitals,Provita International Medical Centre,Expatriate,Outpatient,Non ER,4
2019,Private,Abu Dhabi,Hospitals,Provita International Medical Centre,National,Inpatient,Non ER,77
2019,Private,Abu Dhabi,Hospitals,Provita International Medical Centre,National,Outpatient,Non ER,63
2019,Private,Abu Dhabi,Hospitals,SEHA Emirates,Expatriate,Inpatient,Non ER,140
2019,Private,Abu Dhabi,Hospitals,SEHA Emirates,Expatriate,Outpatient,Non ER,24348
2019,Private,Abu Dhabi,Hospitals,SEHA Emirates,Expatriate,Outpatient,ER,5
2019,Private,Abu Dhabi,Hospitals,SEHA Emirates,N/A,Inpatient,Non ER,2
2019,Private,Abu Dhabi,Hospitals,SEHA Emirates,N/A,Outpatient,Non ER,384
2019,Private,Abu Dhabi,Hospitals,SEHA Emirates,National,Inpatient,Non ER,309
2019,Private,Abu Dhabi,Hospitals,SEHA Emirates,National,Outpatient,Non ER,14492
2019,Private,Abu Dhabi,Hospitals,Universal,Expatriate,Inpatient,Non ER,1636
2019,Private,Abu Dhabi,Hospitals,Universal,Expatriate,Inpatient,ER,185
2019,Private,Abu Dhabi,Hospitals,Universal,Expatriate,Outpatient,Non ER,108171
2019,Private,Abu Dhabi,Hospitals,Universal,Expatriate,Outpatient,ER,7993
2019,Private,Abu Dhabi,Hospitals,Universal,N/A,Inpatient,Non ER,25
2019,Private,Abu Dhabi,Hospitals,Universal,N/A,Inpatient,ER,8
2019,Private,Abu Dhabi,Hospitals,Universal,N/A,Outpatient,Non ER,1827
2019,Private,Abu Dhabi,Hospitals,Universal,N/A,Outpatient,ER,136
2019,Private,Abu Dhabi,Hospitals,Universal,National,Inpatient,Non ER,378
2019,Private,Abu Dhabi,Hospitals,Universal,National,Inpatient,ER,49
2019,Private,Abu Dhabi,Hospitals,Universal,National,Outpatient,Non ER,24036
2019,Private,Abu Dhabi,Hospitals,Universal,National,Outpatient,ER,2362
2019,Private,Al Ain,Centres (various),Accu Care Medical Centre-Sole Proprietorship,Expatriate,Outpatient,Non ER,3535
2019,Private,Al Ain,Centres (various),Accu Care Medical Centre-Sole Proprietorship,Expatriate,Outpatient,ER,1
2019,Private,Al Ain,Centres (various),Accu Care Medical Centre-Sole Proprietorship,N/A,Outpatient,Non ER,101
2019,Private,Al Ain,Centres (various),Accu Care Medical Centre-Sole Proprietorship,National,Outpatient,Non ER,1079
2019,Private,Al Ain,Centres (various),Accu Care Medical Laboratory-Sole Proprietorship,N/A,Outpatient,Non ER,2111
2019,Private,Al Ain,Centres (various),Advanced Medical Centre,Expatriate,Outpatient,Non ER,22696
2019,Private,Al Ain,Centres (various),Advanced Medical Centre,N/A,Outpatient,Non ER,756
2019,Private,Al Ain,Centres (various),Advanced Medical Centre,National,Outpatient,Non ER,2105
2019,Private,Al Ain,Centres (various),Aesthetic Dermal Medical Centre-Branch Of Abu Dhabi 2,National,Outpatient,Non ER,4222
2019,Private,Al Ain,Centres (various),Akil Clinic,Expatriate,Outpatient,Non ER,1146
2019,Private,Al Ain,Centres (various),Akil Clinic,N/A,Outpatient,Non ER,20
2019,Private,Al Ain,Centres (various),Akil Clinic,National,Outpatient,Non ER,8338
2019,Private,Al Ain,Centres (various),Al Aahed Medical Centre,Expatriate,Outpatient,Non ER,1323
2019,Private,Al Ain,Centres (various),Al Aahed Medical Centre,N/A,Outpatient,Non ER,18
2019,Private,Al Ain,Centres (various),Al Aahed Medical Centre,National,Outpatient,Non ER,4451
2019,Private,Al Ain,Centres (various),Al Ain Advanced Dental Centre,Expatriate,Outpatient,Non ER,656
2019,Private,Al Ain,Centres (various),Al Ain Advanced Dental Centre,N/A,Outpatient,Non ER,3
2019,Private,Al Ain,Centres (various),Al Ain Advanced Dental Centre,National,Outpatient,Non ER,2392
2019,Private,Al Ain,Centres (various),Al Ain Al Salam Orthodontic Centre,Expatriate,Outpatient,Non ER,215
2019,Private,Al Ain,Centres (various),Al Ain Al Salam Orthodontic Centre,N/A,Outpatient,Non ER,3
2019,Private,Al Ain,Centres (various),Al Ain Al Salam Orthodontic Centre,National,Outpatient,Non ER,1123
2019,Private,Al Ain,Centres (various),Al Ain Alahili Medical Centre,Expatriate,Outpatient,Non ER,16861
2019,Private,Al Ain,Centres (various),Al Ain Alahili Medical Centre,N/A,Outpatient,Non ER,329
2019,Private,Al Ain,Centres (various),Al Ain Alahili Medical Centre,National,Outpatient,Non ER,5738
2019,Private,Al Ain,Centres (various),Al Ain Cromwell Medical Centre,Expatriate,Outpatient,Non ER,5559
2019,Private,Al Ain,Centres (various),Al Ain Cromwell Medical Centre,Expatriate,Outpatient,ER,2
2019,Private,Al Ain,Centres (various),Al Ain Cromwell Medical Centre,N/A,Outpatient,Non ER,172
2019,Private,Al Ain,Centres (various),Al Ain Cromwell Medical Centre,National,Outpatient,Non ER,3257
2019,Private,Al Ain,Centres (various),Al Ain Cromwell Medical Centre-Al Hayar,Expatriate,Outpatient,Non ER,1549
2019,Private,Al Ain,Centres (various),Al Ain Cromwell Medical Centre-Al Hayar,N/A,Outpatient,Non ER,6
2019,Private,Al Ain,Centres (various),Al Ain Cromwell Medical Centre-Al Hayar,National,Outpatient,Non ER,1235
2019,Private,Al Ain,Centres (various),Al Ain International Dental Centre,Expatriate,Outpatient,Non ER,4863
2019,Private,Al Ain,Centres (various),Al Ain International Dental Centre,National,Outpatient,Non ER,5692
2019,Private,Al Ain,Centres (various),Al Ain Modern Medical Group,Expatriate,Outpatient,Non ER,721
2019,Private,Al Ain,Centres (various),Al Ain Modern Medical Group,N/A,Outpatient,Non ER,1
2019,Private,Al Ain,Centres (various),Al Ain Modern Medical Group,National,Outpatient,Non ER,2609
2019,Private,Al Ain,Centres (various),Al Ain Optician,N/A,Outpatient,Non ER,Null
2019,Private,Al Ain,Centres (various),Al Ain Specialised Medical Centre –,Expatriate,Outpatient,Non ER,1704
2019,Private,Al Ain,Centres (various),Al Ain Specialised Medical Centre –,N/A,Outpatient,Non ER,20
2019,Private,Al Ain,Centres (various),Al Ain Specialised Medical Centre –,National,Outpatient,Non ER,5842
2019,Private,Al Ain,Centres (various),Al Andalus Medical Centre,Expatriate,Outpatient,Non ER,3712
2019,Private,Al Ain,Centres (various),Al Andalus Medical Centre,National,Outpatient,Non ER,6341
2019,Private,Al Ain,Centres (various),Al Badee Optician,N/A,Outpatient,Non ER,Null
2019,Private,Al Ain,Centres (various),Al Badee Optician-Branch,N/A,Outpatient,Non ER,Null
2019,Private,Al Ain,Centres (various),Al Bahri Dental & Orthodontic Centre,Expatriate,Outpatient,Non ER,1653
2019,Private,Al Ain,Centres (various),Al Bahri Dental & Orthodontic Centre,Expatriate,Outpatient,ER,1
2019,Private,Al Ain,Centres (various),Al Bahri Dental & Orthodontic Centre,N/A,Outpatient,Non ER,18
2019,Private,Al Ain,Centres (various),Al Bahri Dental & Orthodontic Centre,National,Outpatient,Non ER,6801
2019,Private,Al Ain,Centres (various),Al Bahri Dental & Orthodontic Centre,National,Outpatient,ER,3
2019,Private,Al Ain,Centres (various),Al Balsam Medical Centre,Expatriate,Outpatient,Non ER,3313
2019,Private,Al Ain,Centres (various),Al Balsam Medical Centre,N/A,Outpatient,Non ER,55
2019,Private,Al Ain,Centres (various),Al Balsam Medical Centre,National,Outpatient,Non ER,10854
2019,Private,Al Ain,Centres (various),Al Balsam Medical Centre,National,Outpatient,ER,1
2019,Private,Al Ain,Centres (various),Al Basheer Medcial Clinic,Expatriate,Inpatient,Non ER,1
2019,Private,Al Ain,Centres (various),Al Basheer Medcial Clinic,Expatriate,Outpatient,Non ER,11616
2019,Private,Al Ain,Centres (various),Al Basheer Medcial Clinic,N/A,Outpatient,Non ER,227
2019,Private,Al Ain,Centres (various),Al Basheer Medcial Clinic,National,Inpatient,Non ER,1
2019,Private,Al Ain,Centres (various),Al Basheer Medcial Clinic,National,Outpatient,Non ER,5469
2019,Private,Al Ain,Centres (various),Al Bawadi Medical Centre,Expatriate,Outpatient,Non ER,956
2019,Private,Al Ain,Centres (various),Al Bawadi Medical Centre,N/A,Outpatient,Non ER,11
2019,Private,Al Ain,Centres (various),Al Bawadi Medical Centre,National,Outpatient,Non ER,1172
2019,Private,Al Ain,Centres (various),Al Borg Diagnostic Centre For Laboratories-Branch 1,Expatriate,Inpatient,ER,2
2019,Private,Al Ain,Centres (various),Al Borg Diagnostic Centre For Laboratories-Branch 1,Expatriate,Outpatient,Non ER,886
2019,Private,Al Ain,Centres (various),Al Borg Diagnostic Centre For Laboratories-Branch 1,N/A,Outpatient,Non ER,12
2019,Private,Al Ain,Centres (various),Al Borg Diagnostic Centre For Laboratories-Branch 1,National,Inpatient,Non ER,1
2019,Private,Al Ain,Centres (various),Al Borg Diagnostic Centre For Laboratories-Branch 1,National,Inpatient,ER,4
2019,Private,Al Ain,Centres (various),Al Borg Diagnostic Centre For Laboratories-Branch 1,National,Outpatient,Non ER,1505
2019,Private,Al Ain,Centres (various),Al Dana Optical,N/A,Outpatient,Non ER,Null
2019,Private,Al Ain,Centres (various),Al Dawwa Medical Centre,Expatriate,Outpatient,Non ER,6651
2019,Private,Al Ain,Centres (various),Al Dawwa Medical Centre,N/A,Outpatient,Non ER,128
2019,Private,Al Ain,Centres (various),Al Dawwa Medical Centre,National,Outpatient,Non ER,12221
2019,Private,Al Ain,Centres (various),Al Diwan Dental Centre,Expatriate,Outpatient,Non ER,983
2019,Private,Al Ain,Centres (various),Al Diwan Dental Centre,N/A,Outpatient,Non ER,1
2019,Private,Al Ain,Centres (various),Al Diwan Dental Centre,National,Outpatient,Non ER,1880
2019,Private,Al Ain,Centres (various),Al Faisal Medical Centre,Expatriate,Outpatient,Non ER,655
2019,Private,Al Ain,Centres (various),Al Faisal Medical Centre,N/A,Outpatient,Non ER,8
2019,Private,Al Ain,Centres (various),Al Faisal Medical Centre,National,Outpatient,Non ER,7602
2019,Private,Al Ain,Centres (various),Al Farabi Medical Centre,Expatriate,Inpatient,Non ER,5
2019,Private,Al Ain,Centres (various),Al Farabi Medical Centre,Expatriate,Outpatient,Non ER,4685
2019,Private,Al Ain,Centres (various),Al Farabi Medical Centre,N/A,Outpatient,Non ER,119
2019,Private,Al Ain,Centres (various),Al Farabi Medical Centre,National,Outpatient,Non ER,990
2019,Private,Al Ain,Centres (various),Al Hakeem Optician,N/A,Outpatient,Non ER,Null
2019,Private,Al Ain,Centres (various),Al Hakeem Optician-Branch,N/A,Outpatient,Non ER,Null
2019,Private,Al Ain,Centres (various),Al Hassan Dental Centre,Expatriate,Outpatient,Non ER,1395
2019,Private,Al Ain,Centres (various),Al Hassan Dental Centre,N/A,Outpatient,Non ER,6
2019,Private,Al Ain,Centres (various),Al Hassan Dental Centre,National,Outpatient,Non ER,2895
2019,Private,Al Ain,Centres (various),Al Hilal Medical Centre,Expatriate,Outpatient,Non ER,2706
2019,Private,Al Ain,Centres (various),Al Hilal Medical Centre,Expatriate,Outpatient,ER,6
2019,Private,Al Ain,Centres (various),Al Hilal Medical Centre,N/A,Outpatient,Non ER,66
2019,Private,Al Ain,Centres (various),Al Hilal Medical Centre,National,Outpatient,Non ER,300
2019,Private,Al Ain,Centres (various),Al Hilal Medical Centre,National,Outpatient,ER,1
2019,Private,Al Ain,Centres (various),Al Jaber Optical Centre- Al Ain,N/A,Outpatient,Non ER,Null
2019,Private,Al Ain,Centres (various),Al Jaber Optical Centre-Branch Of Abu Dhabi 26,N/A,Outpatient,Non ER,Null
2019,Private,Al Ain,Centres (various),Al Jimi Medical Polyclinics,Expatriate,Outpatient,Non ER,2427
2019,Private,Al Ain,Centres (various),Al Jimi Medical Polyclinics,N/A,Outpatient,Non ER,30
2019,Private,Al Ain,Centres (various),Al Jimi Medical Polyclinics,National,Outpatient,Non ER,950
2019,Private,Al Ain,Centres (various),Al Jimi Medical Polyclinics-Branch 1,Expatriate,Outpatient,Non ER,3989
2019,Private,Al Ain,Centres (various),Al Jimi Medical Polyclinics-Branch 1,N/A,Outpatient,Non ER,68
2019,Private,Al Ain,Centres (various),Al Jimi Medical Polyclinics-Branch 1,National,Outpatient,Non ER,2584
2019,Private,Al Ain,Centres (various),Al Khaleej Medical Centre,Expatriate,Outpatient,Non ER,1737
2019,Private,Al Ain,Centres (various),Al Khaleej Medical Centre,N/A,Outpatient,Non ER,64
2019,Private,Al Ain,Centres (various),Al Khaleej Medical Centre,National,Outpatient,Non ER,1062
2019,Private,Al Ain,Centres (various),Al Khateeb Medical Centre,Expatriate,Outpatient,Non ER,316
2019,Private,Al Ain,Centres (various),Al Khateeb Medical Centre,N/A,Outpatient,Non ER,5
2019,Private,Al Ain,Centres (various),Al Khateeb Medical Centre,National,Outpatient,Non ER,2209
2019,Private,Al Ain,Centres (various),Al Maali Medical Poyclinic,Expatriate,Outpatient,Non ER,35
2019,Private,Al Ain,Centres (various),Al Maali Medical Poyclinic,National,Outpatient,Non ER,2335
2019,Private,Al Ain,Centres (various),Al Madar Medical Centre,Expatriate,Outpatient,Non ER,4
2019,Private,Al Ain,Centres (various),Al Madar Medical Centre,National,Outpatient,Non ER,16
2019,Private,Al Ain,Centres (various),Al Magd Medical Centre-Sole Proprietorship,Expatriate,Outpatient,Non ER,559
2019,Private,Al Ain,Centres (various),Al Magd Medical Centre-Sole Proprietorship,National,Outpatient,Non ER,567
2019,Private,Al Ain,Centres (various),Al Malak Dental Clinic,Expatriate,Outpatient,Non ER,601
2019,Private,Al Ain,Centres (various),Al Malak Dental Clinic,N/A,Outpatient,Non ER,2
2019,Private,Al Ain,Centres (various),Al Malak Dental Clinic,National,Outpatient,Non ER,1232
2019,Private,Al Ain,Centres (various),Al Mamoon Medical Centre-Sole Proprietorship,Expatriate,Outpatient,Non ER,10633
2019,Private,Al Ain,Centres (various),Al Mamoon Medical Centre-Sole Proprietorship,N/A,Outpatient,Non ER,241
2019,Private,Al Ain,Centres (various),Al Mamoon Medical Centre-Sole Proprietorship,National,Outpatient,Non ER,3226
2019,Private,Al Ain,Centres (various),Al Meena Medical Centre,Expatriate,Outpatient,Non ER,925
2019,Private,Al Ain,Centres (various),Al Meena Medical Centre,N/A,Outpatient,Non ER,17
2019,Private,Al Ain,Centres (various),Al Meena Medical Centre,National,Outpatient,Non ER,370
2019,Private,Al Ain,Centres (various),Al Najah Centre For Handicapped Rehabilitation,N/A,Outpatient,Non ER,Null
2019,Private,Al Ain,Centres (various),Al Noor Medical Centre - Al Ain,Expatriate,Outpatient,Non ER,7380
2019,Private,Al Ain,Centres (various),Al Noor Medical Centre - Al Ain,Expatriate,Outpatient,ER,3
2019,Private,Al Ain,Centres (various),Al Noor Medical Centre - Al Ain,N/A,Outpatient,Non ER,172
2019,Private,Al Ain,Centres (various),Al Noor Medical Centre - Al Ain,National,Outpatient,Non ER,3119
2019,Private,Al Ain,Centres (various),Al Raaya Specialised Medical Centre,Expatriate,Outpatient,Non ER,4703
2019,Private,Al Ain,Centres (various),Al Raaya Specialised Medical Centre,N/A,Outpatient,Non ER,105
2019,Private,Al Ain,Centres (various),Al Raaya Specialised Medical Centre,National,Outpatient,Non ER,4766
2019,Private,Al Ain,Centres (various),Al Rafa Poly Clinic,Expatriate,Outpatient,Non ER,282
2019,Private,Al Ain,Centres (various),Al Rafa Poly Clinic,N/A,Outpatient,Non ER,12
2019,Private,Al Ain,Centres (various),Al Rafa Poly Clinic,National,Outpatient,Non ER,4215
2019,Private,Al Ain,Centres (various),Al Raqi Medical Centre,Expatriate,Outpatient,Non ER,372
2019,Private,Al Ain,Centres (various),Al Raqi Medical Centre,N/A,Outpatient,Non ER,3
2019,Private,Al Ain,Centres (various),Al Raqi Medical Centre,National,Outpatient,Non ER,1823
2019,Private,Al Ain,Centres (various),Al Roudha Medical Centre,Expatriate,Outpatient,Non ER,2372
2019,Private,Al Ain,Centres (various),Al Roudha Medical Centre,N/A,Outpatient,Non ER,46
2019,Private,Al Ain,Centres (various),Al Roudha Medical Centre,National,Outpatient,Non ER,5159
2019,Private,Al Ain,Centres (various),Al Sadara Centre For Care And Rehabilitation People Of Determation-Sole Proprietorship,Expatriate,Outpatient,Non ER,243
2019,Private,Al Ain,Centres (various),Al Sadara Centre For Care And Rehabilitation People Of Determation-Sole Proprietorship,National,Outpatient,Non ER,931
2019,Private,Al Ain,Centres (various),Al Sham Dental Clinic,Expatriate,Outpatient,Non ER,2502
2019,Private,Al Ain,Centres (various),Al Sham Dental Clinic,N/A,Outpatient,Non ER,51
2019,Private,Al Ain,Centres (various),Al Sham Dental Clinic,National,Outpatient,Non ER,3779
2019,Private,Al Ain,Centres (various),Al Sultan Advanced Medical Clinics,Expatriate,Inpatient,Non ER,7
2019,Private,Al Ain,Centres (various),Al Sultan Advanced Medical Clinics,Expatriate,Outpatient,Non ER,17226
2019,Private,Al Ain,Centres (various),Al Sultan Advanced Medical Clinics,N/A,Outpatient,Non ER,354
2019,Private,Al Ain,Centres (various),Al Sultan Advanced Medical Clinics,National,Inpatient,Non ER,3
2019,Private,Al Ain,Centres (various),Al Sultan Advanced Medical Clinics,National,Outpatient,Non ER,33413
2019,Private,Al Ain,Centres (various),Al Taj Medical Laboratory,Expatriate,Outpatient,Non ER,21092
2019,Private,Al Ain,Centres (various),Al Taj Medical Laboratory,Expatriate,Outpatient,ER,7
2019,Private,Al Ain,Centres (various),Al Taj Medical Laboratory,N/A,Outpatient,Non ER,615
2019,Private,Al Ain,Centres (various),Al Taj Medical Laboratory,National,Inpatient,Non ER,1
2019,Private,Al Ain,Centres (various),Al Taj Medical Laboratory,National,Outpatient,Non ER,1321
2019,Private,Al Ain,Centres (various),Al Twoaili Physiotherapeutical Centre,N/A,Outpatient,Non ER,2111
2019,Private,Al Ain,Centres (various),Al Waqar Medical Centre,Expatriate,Outpatient,Non ER,16637
2019,Private,Al Ain,Centres (various),Al Waqar Medical Centre,N/A,Outpatient,Non ER,301
2019,Private,Al Ain,Centres (various),Al Waqar Medical Centre,National,Outpatient,Non ER,3413
