Year,Nationality,Gender,Age Group,Cancer site,Count
2016,National,Male,60-64,Prostate,1
2016,National,Male,60-64,Nasopharynx,1
2016,National,Male,60-64,Hodgkin'S Disease,1
2016,National,Male,60-64,Colon,1
2016,National,Male,60-64,Bronchus And Lung,1
2016,National,Male,60-64,Brain,1
2016,National,Male,65-69,Rectum,1
2016,National,Male,65-69,Prostate,1
2016,National,Male,65-69,Pancreas,2
2016,National,Male,65-69,Multiple Myeloma And Malignant Plasma Cell Neoplasms,1
2016,National,Male,65-69,Liver And Intrahepatic Bile Ducts,1
2016,National,Male,65-69,Follicular [Nodular] Non-Hodgkin'S Lymphoma,1
2016,National,Male,65-69,Colon,1
2016,National,Male,65-69,Bronchus And Lung,2
2016,National,Male,70-74,Rectum,1
2016,National,Male,70-74,Pancreas,2
2016,National,Male,70-74,Other And Ill-Defined Digestive Organs,1
2016,National,Male,70-74,Oesophagus,1
2016,National,Male,70-74,Myeloid Leukaemia,1
2016,National,Male,70-74,"Kidney, Except Renal Pelvis",1
2016,National,Male,70-74,Colon,1
2016,National,Male,70-74,Bronchus And Lung,3
2016,National,Male,75-79,Stomach,1
2016,National,Male,75-79,"Spinal Cord, Cranial Nerves And Other Parts Of Central Nervous System",1
2016,National,Male,75-79,Secondary Other Sites,1
2016,National,Male,75-79,Prostate,2
2016,National,Male,75-79,Pancreas,1
2016,National,Male,75-79,"Other And Ill-Defined Sites In The Lip, Oral Cavity And Pharynx",1
2016,National,Male,75-79,Multiple Myeloma And Malignant Plasma Cell Neoplasms,1
2016,National,Male,75-79,Malignant Neoplasms Of Independent (Primary) Multiple Sites,1
2016,National,Male,75-79,Liver And Intrahepatic Bile Ducts,1
2016,National,Male,75-79,Hodgkin'S Disease,1
2016,National,Male,75-79,Colon,3
2016,National,Male,75-79,Bladder,1
2016,National,Male,80-84,Pancreas,1
2016,National,Male,80-84,Other And Unspecified Parts Of Mouth,1
2016,National,Male,80-84,Myeloid Leukaemia,1
2016,National,Male,80-84,Liver And Intrahepatic Bile Ducts,1
2016,National,Male,80-84,Bronchus And Lung,2
2016,National,Male,85+,Liver And Intrahepatic Bile Ducts,1
2016,National,Male,85+,Hodgkin'S Disease,1
2016,National,Male,85+,Gallbladder,1
2017,Expatriate,Female,0-4,Eye And Adnexa,1
2017,Expatriate,Female,0-4,Brain,1
2017,Expatriate,Female,20-24,Breast,1
2017,Expatriate,Female,25-29,Stomach,1
2017,Expatriate,Female,25-29,Rectosigmoid Junction,1
2017,Expatriate,Female,25-29,"Heart, Mediastinum And Pleura",1
2017,Expatriate,Female,25-29,Bone And Articular Cartilage Of Other And Unspecified Sites,1
2017,Expatriate,Female,30-34,Stomach,1
2017,Expatriate,Female,30-34,Retroperitoneum And Peritoneum,1
2017,Expatriate,Female,30-34,Lymphoid Leukaemia,1
2017,Expatriate,Female,30-34,Cervix Uteri,2
2017,Expatriate,Female,30-34,Breast,2
2017,Expatriate,Female,30-34,Bone And Articular Cartilage Of Limbs,1
2017,Expatriate,Female,35-39,Ovary,1
2017,Expatriate,Female,35-39,Leukaemia Of Unspecified Cell Type,1
2017,Expatriate,Female,35-39,Bronchus And Lung,1
2017,Expatriate,Female,35-39,Breast,1
2017,Expatriate,Female,40-44,Pancreas,1
2017,Expatriate,Female,40-44,Diffuse Non-Hodgkin'S Lymphoma,1
2017,Expatriate,Female,40-44,Cervix Uteri,2
2017,Expatriate,Female,40-44,Bronchus And Lung,1
2017,Expatriate,Female,40-44,Breast,3
2017,Expatriate,Female,45-49,Other Connective And Soft Tissue,1
2017,Expatriate,Female,45-49,"Other And Unspecified Malignant Neoplasms Of Lymphoid, Haematopoietic And Related Tissue",1
2017,Expatriate,Female,45-49,Myeloid Leukaemia,1
2017,Expatriate,Female,45-49,Liver And Intrahepatic Bile Ducts,1
2017,Expatriate,Female,45-49,Follicular [Nodular] Non-Hodgkin'S Lymphoma,1
2017,Expatriate,Female,45-49,Cervix Uteri,1
2017,Expatriate,Female,45-49,Breast,5
2017,Expatriate,Female,45-49,Brain,2
2017,Expatriate,Female,50-54,"Uterus, Part Unspecified",1
2017,Expatriate,Female,50-54,Secondary Respiratory And Digestive Organs,1
2017,Expatriate,Female,50-54,Retroperitoneum And Peritoneum,1
2017,Expatriate,Female,50-54,Ovary,2
2017,Expatriate,Female,50-54,Other Connective And Soft Tissue,1
2017,Expatriate,Female,50-54,Malignant Neoplasm Without Specification Of Site,1
2017,Expatriate,Female,50-54,"Kidney, Except Renal Pelvis",1
2017,Expatriate,Female,50-54,Eye And Adnexa,1
2017,Expatriate,Female,50-54,Colon,1
2017,Expatriate,Female,50-54,Cervix Uteri,1
2017,Expatriate,Female,50-54,Breast,8
2017,Expatriate,Female,55-59,"Uterus, Part Unspecified",1
2017,Expatriate,Female,55-59,Stomach,1
2017,Expatriate,Female,55-59,Ovary,3
2017,Expatriate,Female,55-59,Myeloid Leukaemia,2
2017,Expatriate,Female,55-59,Lymphoid Leukaemia,1
2017,Expatriate,Female,55-59,Liver And Intrahepatic Bile Ducts,2
2017,Expatriate,Female,55-59,Gallbladder,1
2017,Expatriate,Female,55-59,Breast,6
2017,Expatriate,Female,60-64,Stomach,1
2017,Expatriate,Female,60-64,Pancreas,1
2017,Expatriate,Female,60-64,Oesophagus,1
2017,Expatriate,Female,60-64,Malignant Neoplasm Without Specification Of Site,1
2017,Expatriate,Female,60-64,Lymphoid Leukaemia,1
2017,Expatriate,Female,60-64,"Kidney, Except Renal Pelvis",1
2017,Expatriate,Female,60-64,Gallbladder,1
2017,Expatriate,Female,60-64,Corpus Uteri,3
2017,Expatriate,Female,60-64,Breast,5
2017,Expatriate,Female,60-64,Brain,1
2017,Expatriate,Female,65-69,Secondary Respiratory And Digestive Organs,1
2017,Expatriate,Female,65-69,Pancreas,3
2017,Expatriate,Female,65-69,Ovary,1
2017,Expatriate,Female,65-69,Other And Unspecified Types Of Non-Hodgkin'S Lymphoma,1
2017,Expatriate,Female,65-69,Malignant Melanoma Of Skin,1
2017,Expatriate,Female,65-69,Liver And Intrahepatic Bile Ducts,1
2017,Expatriate,Female,65-69,Corpus Uteri,1
2017,Expatriate,Female,65-69,Colon,3
2017,Expatriate,Female,65-69,Cervix Uteri,1
2017,Expatriate,Female,65-69,Bronchus And Lung,1
2017,Expatriate,Female,65-69,Breast,1
2017,Expatriate,Female,65-69,Brain,1
2017,Expatriate,Female,70-74,Pancreas,1
2017,Expatriate,Female,70-74,Ovary,1
2017,Expatriate,Female,70-74,Other And Unspecified Types Of Non-Hodgkin'S Lymphoma,1
2017,Expatriate,Female,70-74,Myeloid Leukaemia,1
2017,Expatriate,Female,70-74,Malignant Neoplasm Without Specification Of Site,1
2017,Expatriate,Female,70-74,Liver And Intrahepatic Bile Ducts,2
2017,Expatriate,Female,70-74,Gallbladder,1
2017,Expatriate,Female,70-74,Colon,1
2017,Expatriate,Female,70-74,Bronchus And Lung,2
2017,Expatriate,Female,70-74,Breast,4
2017,Expatriate,Female,75-79,Other And Unspecified Types Of Non-Hodgkin'S Lymphoma,1
2017,Expatriate,Female,75-79,Multiple Myeloma And Malignant Plasma Cell Neoplasms,1
2017,Expatriate,Female,75-79,Liver And Intrahepatic Bile Ducts,1
2017,Expatriate,Female,80-84,Ovary,1
2017,Expatriate,Female,80-84,Nasopharynx,1
2017,Expatriate,Female,80-84,Hypopharynx,1
2017,Expatriate,Female,80-84,Colon,1
2017,Expatriate,Female,80-84,Bronchus And Lung,1
2017,Expatriate,Female,80-84,Breast,2
2017,Expatriate,Female,85+,Colon,1
2017,Expatriate,Female,85+,Bronchus And Lung,2
2017,Expatriate,Male,0-4,Brain,2
2017,Expatriate,Male,0-4,Adrenal Gland,1
2017,Expatriate,Male,5-9,Liver And Intrahepatic Bile Ducts,1
2017,Expatriate,Male,5-9,Adrenal Gland,1
2017,Expatriate,Male,10-14,Brain,2
2017,Expatriate,Male,15-19,Myeloid Leukaemia,1
2017,Expatriate,Male,15-19,Lymphoid Leukaemia,1
2017,Expatriate,Male,20-24,"Other And Unspecified Malignant Neoplasms Of Lymphoid, Haematopoietic And Related Tissue",1
2017,Expatriate,Male,25-29,Rectum,1
2017,Expatriate,Male,25-29,Hodgkin'S Disease,1
2017,Expatriate,Male,25-29,Colon,1
2017,Expatriate,Male,25-29,Brain,1
2017,Expatriate,Male,30-34,Secondary Other Sites,1
2017,Expatriate,Male,30-34,Rectum,1
2017,Expatriate,Male,30-34,Larynx,1
2017,Expatriate,Male,35-39,Testis,1
2017,Expatriate,Male,35-39,Stomach,2
2017,Expatriate,Male,35-39,Secondary Respiratory And Digestive Organs,1
2017,Expatriate,Male,35-39,Nasopharynx,1
2017,Expatriate,Male,35-39,Lymphoid Leukaemia,1
2017,Expatriate,Male,35-39,Brain,2
2017,Expatriate,Male,40-44,Parotid Gland,1
2017,Expatriate,Male,40-44,Other And Unspecified Parts Of Mouth,1
2017,Expatriate,Male,40-44,Bronchus And Lung,1
2017,Expatriate,Male,40-44,Brain,2
2017,Expatriate,Male,40-44,Base Of Tongue,1
2017,Expatriate,Male,45-49,Stomach,2
2017,Expatriate,Male,45-49,Small Intestine,1
2017,Expatriate,Male,45-49,Rectum,1
2017,Expatriate,Male,45-49,Pancreas,1
2017,Expatriate,Male,45-49,Oesophagus,1
2017,Expatriate,Male,45-49,Liver And Intrahepatic Bile Ducts,1
2017,Expatriate,Male,45-49,"Kidney, Except Renal Pelvis",1
2017,Expatriate,Male,45-49,Colon,4
2017,Expatriate,Male,45-49,Brain,2
2017,Expatriate,Male,50-54,Thyroid Gland,1
2017,Expatriate,Male,50-54,Stomach,3
2017,Expatriate,Male,50-54,Secondary Respiratory And Digestive Organs,1
2017,Expatriate,Male,50-54,Rectosigmoid Junction,2
2017,Expatriate,Male,50-54,Pancreas,3
2017,Expatriate,Male,50-54,Oesophagus,2
2017,Expatriate,Male,50-54,Myeloid Leukaemia,1
2017,Expatriate,Male,50-54,Liver And Intrahepatic Bile Ducts,1
2017,Expatriate,Male,50-54,Gallbladder,1
2017,Expatriate,Male,50-54,Colon,5
2017,Expatriate,Male,55-59,Stomach,2
2017,Expatriate,Male,55-59,Rectosigmoid Junction,2
2017,Expatriate,Male,55-59,Prostate,1
2017,Expatriate,Male,55-59,Pancreas,2
2017,Expatriate,Male,55-59,Other And Unspecified Urinary Organs,1
2017,Expatriate,Male,55-59,Other And Unspecified Types Of Non-Hodgkin'S Lymphoma,1
2017,Expatriate,Male,55-59,Other And Unspecified Parts Of Mouth,1
2017,Expatriate,Male,55-59,Oropharynx,1
2017,Expatriate,Male,55-59,Nasopharynx,2
2017,Expatriate,Male,55-59,Myeloid Leukaemia,2
2017,Expatriate,Male,55-59,Multiple Myeloma And Malignant Plasma Cell Neoplasms,1
2017,Expatriate,Male,55-59,Malignant Neoplasm Without Specification Of Site,1
2017,Expatriate,Male,55-59,Lymphoid Leukaemia,1
2017,Expatriate,Male,55-59,Liver And Intrahepatic Bile Ducts,1
2017,Expatriate,Male,55-59,"Kidney, Except Renal Pelvis",1
2017,Expatriate,Male,55-59,Gallbladder,1
2017,Expatriate,Male,55-59,Follicular [Nodular] Non-Hodgkin'S Lymphoma,1
2017,Expatriate,Male,55-59,Colon,3
2017,Expatriate,Male,55-59,Bronchus And Lung,3
2017,Expatriate,Male,55-59,Brain,1
2017,Expatriate,Male,60-64,Thyroid Gland,1
2017,Expatriate,Male,60-64,Pancreas,3
2017,Expatriate,Male,60-64,Other And Unspecified Parts Of Biliary Tract,1
2017,Expatriate,Male,60-64,Other And Ill-Defined Sites In The Respiratory System And Intrathoracic Organs,1
2017,Expatriate,Male,60-64,Oesophagus,1
2017,Expatriate,Male,60-64,Myeloid Leukaemia,2
2017,Expatriate,Male,60-64,Multiple Myeloma And Malignant Plasma Cell Neoplasms,1
2017,Expatriate,Male,60-64,Malignant Neoplasm Without Specification Of Site,1
2017,Expatriate,Male,60-64,Liver And Intrahepatic Bile Ducts,4
2017,Expatriate,Male,60-64,Gallbladder,1
2017,Expatriate,Male,60-64,Floor Of Mouth,1
2017,Expatriate,Male,60-64,Colon,2
2017,Expatriate,Male,60-64,Bronchus And Lung,6
2017,Expatriate,Male,60-64,Brain,1
2017,Expatriate,Male,60-64,Bladder,1
2017,Expatriate,Male,65-69,Secondary Other Sites,1
2017,Expatriate,Male,65-69,Prostate,2
2017,Expatriate,Male,65-69,Pancreas,1
2017,Expatriate,Male,65-69,Multiple Myeloma And Malignant Plasma Cell Neoplasms,1
2017,Expatriate,Male,65-69,Liver And Intrahepatic Bile Ducts,1
2017,Expatriate,Male,65-69,Diffuse Non-Hodgkin'S Lymphoma,1
2017,Expatriate,Male,65-69,Colon,1
2017,Expatriate,Male,65-69,Bronchus And Lung,4
2017,Expatriate,Male,65-69,Bladder,1
2017,Expatriate,Male,70-74,Stomach,1
2017,Expatriate,Male,70-74,Small Intestine,1
2017,Expatriate,Male,70-74,Secondary Respiratory And Digestive Organs,1
2017,Expatriate,Male,70-74,Secondary Other Sites,1
2017,Expatriate,Male,70-74,Prostate,2
2017,Expatriate,Male,70-74,Penis,1
2017,Expatriate,Male,70-74,Pancreas,5
2017,Expatriate,Male,70-74,Other And Unspecified Types Of Non-Hodgkin'S Lymphoma,1
2017,Expatriate,Male,70-74,Liver And Intrahepatic Bile Ducts,2
2017,Expatriate,Male,70-74,"Kidney, Except Renal Pelvis",1
2017,Expatriate,Male,70-74,Colon,2
2017,Expatriate,Male,70-74,Bronchus And Lung,1
2017,Expatriate,Male,70-74,Bladder,1
2017,Expatriate,Male,75-79,Secondary Respiratory And Digestive Organs,1
2017,Expatriate,Male,75-79,Lymphoid Leukaemia,1
2017,Expatriate,Male,75-79,"Heart, Mediastinum And Pleura",1
2017,Expatriate,Male,75-79,Gallbladder,1
2017,Expatriate,Male,75-79,Diffuse Non-Hodgkin'S Lymphoma,1
2017,Expatriate,Male,75-79,Colon,3
2017,Expatriate,Male,75-79,Bronchus And Lung,2
2017,Expatriate,Male,80-84,Rectosigmoid Junction,1
2017,Expatriate,Male,80-84,Other And Unspecified Parts Of Biliary Tract,1
2017,Expatriate,Male,80-84,Follicular [Nodular] Non-Hodgkin'S Lymphoma,1
2017,Expatriate,Male,80-84,Bronchus And Lung,1
2017,Expatriate,Male,85+,Stomach,1
2017,Expatriate,Male,85+,Rectosigmoid Junction,1
2017,Expatriate,Male,85+,Prostate,2
2017,Expatriate,Male,85+,Lymphoid Leukaemia,1
2017,Expatriate,Male,85+,Liver And Intrahepatic Bile Ducts,1
2017,National,Female,0-4,Malignant Neoplasm Without Specification Of Site,1
2017,National,Female,5-9,Ovary,1
2017,National,Female,5-9,Brain,1
2017,National,Female,15-19,Diffuse Non-Hodgkin'S Lymphoma,1
2017,National,Female,15-19,Bone And Articular Cartilage Of Limbs,1
2017,National,Female,20-24,Other Connective And Soft Tissue,1
2017,National,Female,20-24,Lymphoid Leukaemia,1
2017,National,Female,20-24,Bone And Articular Cartilage Of Other And Unspecified Sites,1
2017,National,Female,30-34,Bronchus And Lung,1
2017,National,Female,30-34,Brain,1
2017,National,Female,35-39,Small Intestine,1
2017,National,Female,35-39,Other Connective And Soft Tissue,1
2017,National,Female,35-39,Liver And Intrahepatic Bile Ducts,1
2017,National,Female,35-39,Bronchus And Lung,1
2017,National,Female,40-44,Bronchus And Lung,1
2017,National,Female,40-44,Breast,5
2017,National,Female,45-49,Myeloid Leukaemia,2
2017,National,Female,45-49,Colon,1
2017,National,Female,45-49,Breast,3
2017,National,Female,45-49,Anus And Anal Canal,1
2017,National,Female,50-54,"Uterus, Part Unspecified",1
2017,National,Female,50-54,Secondary Respiratory And Digestive Organs,1
2017,National,Female,50-54,Secondary Other Sites,1
2017,National,Female,50-54,Pancreas,2
2017,National,Female,50-54,Myeloid Leukaemia,1
2017,National,Female,50-54,Colon,1
2017,National,Female,50-54,Breast,1
2017,National,Female,55-59,"Uterus, Part Unspecified",1
2017,National,Female,55-59,Stomach,2
2017,National,Female,55-59,Ovary,1
2017,National,Female,55-59,Mesothelioma,1
2017,National,Female,55-59,Liver And Intrahepatic Bile Ducts,1
2017,National,Female,55-59,Colon,1
2017,National,Female,55-59,Bronchus And Lung,1
2017,National,Female,55-59,Breast,3
2017,National,Female,60-64,Thyroid Gland,1
2017,National,Female,60-64,Ovary,2
2017,National,Female,60-64,Diffuse Non-Hodgkin'S Lymphoma,1
2017,National,Female,60-64,Colon,1
2017,National,Female,60-64,Cervix Uteri,1
2017,National,Female,60-64,Breast,2
2017,National,Female,65-69,"Uterus, Part Unspecified",1
2017,National,Female,65-69,Ovary,1
2017,National,Female,65-69,Colon,1
2017,National,Female,65-69,Breast,1
2017,National,Female,70-74,"Uterus, Part Unspecified",1
2017,National,Female,70-74,Rectosigmoid Junction,1
2017,National,Female,70-74,Other Leukaemias Of Specified Cell Type,2
2017,National,Female,70-74,"Other And Ill-Defined Sites In The Lip, Oral Cavity And Pharynx",1
2017,National,Female,70-74,Oesophagus,1
2017,National,Female,70-74,Colon,1
2017,National,Female,70-74,Cervix Uteri,1
2017,National,Female,70-74,Bronchus And Lung,1
2017,National,Female,75-79,Small Intestine,1
2017,National,Female,75-79,Ovary,1
2017,National,Female,75-79,Myeloid Leukaemia,1
2017,National,Female,75-79,Lymphoid Leukaemia,1
2017,National,Female,75-79,Liver And Intrahepatic Bile Ducts,2
2017,National,Female,75-79,Hypopharynx,1
2017,National,Female,75-79,Diffuse Non-Hodgkin'S Lymphoma,1
2017,National,Female,75-79,Bronchus And Lung,1
2017,National,Female,75-79,Breast,2
2017,National,Female,80-84,Stomach,2
2017,National,Female,80-84,Multiple Myeloma And Malignant Plasma Cell Neoplasms,1
2017,National,Female,80-84,Gallbladder,1
2017,National,Female,80-84,Breast,1
2017,National,Female,85+,"Uterus, Part Unspecified",1
2017,National,Female,85+,Rectum,1
2017,National,Female,85+,Rectosigmoid Junction,1
2017,National,Female,85+,Pancreas,1
2017,National,Female,85+,Liver And Intrahepatic Bile Ducts,2
2017,National,Female,85+,Hodgkin'S Disease,1
2017,National,Female,85+,Bronchus And Lung,1
2017,National,Female,85+,Bladder,1
2017,National,Male,5-9,Lymphoid Leukaemia,1
2017,National,Male,10-14,Endocrine Gland,1
2017,National,Male,15-19,Peripheral Nerves And Autonomic Nervous System,1
2017,National,Male,25-29,Testis,1
2017,National,Male,25-29,Myeloid Leukaemia,1
2017,National,Male,30-34,Lymphoid Leukaemia,1
2017,National,Male,35-39,Pancreas,1
2017,National,Male,35-39,Oropharynx,1
2017,National,Male,35-39,Endocrine Gland,1
2017,National,Male,40-44,Stomach,1
2017,National,Male,40-44,Other And Unspecified Major Salivary Glands,1
2017,National,Male,40-44,Oropharynx,1
2017,National,Male,40-44,Myeloid Leukaemia,1
2017,National,Male,45-49,Nasopharynx,1
2017,National,Male,45-49,Colon,1
2017,National,Male,50-54,Pancreas,2
2017,National,Male,50-54,Other And Unspecified Parts Of Mouth,1
2017,National,Male,50-54,Larynx,1
2017,National,Male,50-54,Brain,1
2017,National,Male,55-59,Stomach,1
2017,National,Male,55-59,Prostate,1
2017,National,Male,55-59,Pancreas,1
2017,National,Male,55-59,Diffuse Non-Hodgkin'S Lymphoma,1
2017,National,Male,55-59,Bronchus And Lung,2
2017,National,Male,60-64,Stomach,1
2017,National,Male,60-64,Pancreas,1
2017,National,Male,60-64,Multiple Myeloma And Malignant Plasma Cell Neoplasms,1
2017,National,Male,60-64,Colon,2
2017,National,Male,60-64,Bronchus And Lung,1
2017,National,Male,65-69,Stomach,1
2017,National,Male,65-69,Prostate,1
2017,National,Male,65-69,Pancreas,1
2017,National,Male,65-69,Other Malignant Neoplasms Of Skin,1
2017,National,Male,65-69,Nasopharynx,1
2017,National,Male,65-69,Myeloid Leukaemia,1
2017,National,Male,65-69,Liver And Intrahepatic Bile Ducts,4
2017,National,Male,65-69,Larynx,1
2017,National,Male,65-69,Hodgkin'S Disease,1
2017,National,Male,65-69,Colon,1
2017,National,Male,65-69,Bronchus And Lung,2
2017,National,Male,70-74,Stomach,1
2017,National,Male,70-74,Prostate,2
2017,National,Male,70-74,Pancreas,1
2017,National,Male,70-74,Other And Ill-Defined Sites In The Respiratory System And Intrathoracic Organs,1
2017,National,Male,70-74,Malignant Neoplasm Without Specification Of Site,1
2017,National,Male,70-74,Liver And Intrahepatic Bile Ducts,3
2017,National,Male,70-74,Colon,2
2017,National,Male,70-74,Bronchus And Lung,2
2017,National,Male,70-74,Breast,1
2017,National,Male,70-74,Anus And Anal Canal,1
2017,National,Male,75-79,Pancreas,2
2017,National,Male,75-79,Other Connective And Soft Tissue,1
2017,National,Male,75-79,Other And Unspecified Urinary Organs,1
2017,National,Male,75-79,Liver And Intrahepatic Bile Ducts,3
2017,National,Male,75-79,"Kidney, Except Renal Pelvis",1
2017,National,Male,75-79,Colon,2
2017,National,Male,75-79,Bronchus And Lung,2
2017,National,Male,75-79,Bladder,2
2017,National,Male,80-84,Secondary Respiratory And Digestive Organs,2
2017,National,Male,80-84,Prostate,1
2017,National,Male,80-84,Pancreas,2
2017,National,Male,80-84,Liver And Intrahepatic Bile Ducts,2
2017,National,Male,80-84,Bronchus And Lung,1
2017,National,Male,80-84,Brain,1
2017,National,Male,80-84,Bladder,1
2017,National,Male,85+,Prostate,2
2017,National,Male,85+,"Other And Ill-Defined Sites In The Lip, Oral Cavity And Pharynx",1
2017,National,Male,85+,Liver And Intrahepatic Bile Ducts,2
2017,National,Male,85+,"Kidney, Except Renal Pelvis",1
2017,National,Male,85+,Endocrine Gland,1
2017,National,Male,85+,Diffuse Non-Hodgkin'S Lymphoma,1
2017,National,Male,85+,Brain,1
2018,Expatriate,Female,5-9,Brain,1
2018,Expatriate,Female,15-19,Lymphoid Leukaemia,1
2018,Expatriate,Female,15-19,Brain,2
2018,Expatriate,Female,15-19,Bone,1
2018,Expatriate,Female,20-24,Stomach,1
2018,Expatriate,Female,20-24,Bronchus And Lung,1
2018,Expatriate,Female,25-29,Ovary,1
2018,Expatriate,Female,25-29,Breast,2
2018,Expatriate,Female,30-34,Cervix Uteri,3
2018,Expatriate,Female,30-34,Breast,1
2018,Expatriate,Female,30-34,Bone,1
2018,Expatriate,Female,35-39,Stomach,1
2018,Expatriate,Female,35-39,Secondary,1
2018,Expatriate,Female,35-39,Pancreas,1
2018,Expatriate,Female,35-39,Myeloid Leukaemia,1
2018,Expatriate,Female,35-39,Breast,1
2018,Expatriate,Female,35-39,Brain,1
2018,Expatriate,Female,40-44,"Uterus, Part Unspecified",1
2018,Expatriate,Female,40-44,Secondary Other Sites,1
2018,Expatriate,Female,40-44,Rectosigmoid Junction,1
2018,Expatriate,Female,40-44,Ovary,2
2018,Expatriate,Female,40-44,Multiple Myeloma And Malignant Plasma Cell Neoplasms,1
2018,Expatriate,Female,40-44,"Kidney, Except Renal Pelvis",1
2018,Expatriate,Female,40-44,Colon,1
2018,Expatriate,Female,40-44,Bronchus And Lung,1
2018,Expatriate,Female,40-44,Breast,6
2018,Expatriate,Female,40-44,Brain,2
2018,Expatriate,Female,45-49,"Uterus, Part Unspecified",1
2018,Expatriate,Female,45-49,Secondary,1
2018,Expatriate,Female,45-49,Oropharynx,1
2018,Expatriate,Female,45-49,Myeloid Leukaemia,1
2018,Expatriate,Female,45-49,Colon,1
2018,Expatriate,Female,45-49,Cervix Uteri,1
2018,Expatriate,Female,45-49,Bronchus And Lung,2
2018,Expatriate,Female,45-49,Breast,2
2018,Expatriate,Female,50-54,Stomach,3
2018,Expatriate,Female,50-54,Secondary,1
2018,Expatriate,Female,50-54,Rectum,1
2018,Expatriate,Female,50-54,Ovary,2
2018,Expatriate,Female,50-54,Myeloid Leukaemia,2
2018,Expatriate,Female,50-54,Lymphoid Leukaemia,1
2018,Expatriate,Female,50-54,Colon,4
2018,Expatriate,Female,50-54,Cervix Uteri,2
2018,Expatriate,Female,50-54,Bronchus And Lung,1
2018,Expatriate,Female,50-54,Breast,3
2018,Expatriate,Female,55-59,"Uterus, Part Unspecified",1
2018,Expatriate,Female,55-59,Retroperitoneum And Peritoneum,1
2018,Expatriate,Female,55-59,Rectum,1
2018,Expatriate,Female,55-59,Rectosigmoid Junction,1
2018,Expatriate,Female,55-59,Liver And Intrahepatic Bile Ducts,3
2018,Expatriate,Female,55-59,Gallbladder,1
2018,Expatriate,Female,55-59,Bronchus And Lung,1
2018,Expatriate,Female,55-59,Breast,11
2018,Expatriate,Female,55-59,Brain,2
2018,Expatriate,Female,60-64,Without Specification Of Site,1
2018,Expatriate,Female,60-64,Secondary Other Sites,1
2018,Expatriate,Female,60-64,Rectum,1
2018,Expatriate,Female,60-64,Ovary,1
2018,Expatriate,Female,60-64,Myeloid Leukaemia,1
2018,Expatriate,Female,60-64,Liver And Intrahepatic Bile Ducts,1
2018,Expatriate,Female,60-64,Connective And Soft Tissue,1
2018,Expatriate,Female,60-64,Colon,1
2018,Expatriate,Female,60-64,Cervix Uteri,3
2018,Expatriate,Female,60-64,Breast,3
2018,Expatriate,Female,60-64,Brain,1
2018,Expatriate,Female,60-64,Bladder,1
2018,Expatriate,Female,65-69,"Uterus, Part Unspecified",3
2018,Expatriate,Female,65-69,Tongue,1
2018,Expatriate,Female,65-69,Rectum,1
2018,Expatriate,Female,65-69,Ovary,1
2018,Expatriate,Female,65-69,Colon,1
2018,Expatriate,Female,65-69,Bronchus And Lung,2
2018,Expatriate,Female,65-69,Breast,9
2018,Expatriate,Female,65-69,Brain,2
2018,Expatriate,Female,65-69, Non-Hodgkin'S Lymphoma,2
2018,Expatriate,Female,70-74,Stomach,1
2018,Expatriate,Female,70-74,Pancreas,1
2018,Expatriate,Female,70-74,Ovary,1
2018,Expatriate,Female,70-74,Myeloid Leukaemia,1
2018,Expatriate,Female,70-74,Multiple Myeloma And Malignant Plasma Cell Neoplasms,1
2018,Expatriate,Female,70-74,Liver And Intrahepatic Bile Ducts,1
2018,Expatriate,Female,70-74,Corpus Uteri,1
2018,Expatriate,Female,70-74,Colon,2
2018,Expatriate,Female,70-74,Breast,2
2018,Expatriate,Female,75-79,Skin,1
2018,Expatriate,Female,75-79,Ovary,1
2018,Expatriate,Female,75-79,Multiple Myeloma And Malignant Plasma Cell Neoplasms,2
2018,Expatriate,Female,75-79,Liver And Intrahepatic Bile Ducts,1
2018,Expatriate,Female,75-79,"Kidney, Except Renal Pelvis",1
2018,Expatriate,Female,75-79,Breast,1
2018,Expatriate,Female,80-84,Pancreas,1
2018,Expatriate,Female,80-84,Ovary,1
2018,Expatriate,Female,80-84,Oesophagus,1
2018,Expatriate,Female,80-84,"Kidney, Except Renal Pelvis",1
2018,Expatriate,Female,80-84,Bronchus And Lung,1
2018,Expatriate,Female,80-84,Breast,1
2018,Expatriate,Female,80-84,Accessory Sinuses,1
2018,Expatriate,Female,85+,Secondary,1
2018,Expatriate,Female,85+,Pancreas,1
2018,Expatriate,Female,85+,Liver And Intrahepatic Bile Ducts,2
2018,Expatriate,Female,85+,Colon,1
2018,Expatriate,Female,85+,Biliary Tract,1
2018,Expatriate,Male,0-4,Leukaemia,1
2018,Expatriate,Male,10-14,Myeloid Leukaemia,1
2018,Expatriate,Male,15-19,Nasopharynx,1
2018,Expatriate,Male,15-19,Connective And Soft Tissue,1
2018,Expatriate,Male,20-24,Lymphoid Leukaemia,1
2018,Expatriate,Male,20-24,Bone,2
2018,Expatriate,Male,25-29,Without Specification Of Site,1
2018,Expatriate,Male,25-29,Lymphoid Leukaemia,1
2018,Expatriate,Male,25-29,Hodgkin'S Disease,1
2018,Expatriate,Male,25-29,Colon,1
2018,Expatriate,Male,25-29,Brain,2
2018,Expatriate,Male,25-29,Bone,1
2018,Expatriate,Male,30-34,Testis,1
2018,Expatriate,Male,30-34,Rectum,1
