Year,Age Group,Disease,Nationality,Cases
2017,35-39,Pulmonary Tuberculosis,Expatriate,55
2017,35-39,Rubella,Expatriate,1
2017,35-39,Scabies,Expatriate,240
2017,35-39,Scarlet  Fever,Expatriate,0
2017,35-39,Seasonal Influenza,Expatriate,627
2017,35-39,Syphilis,Expatriate,45
2017,35-39,Tetanus,Expatriate,0
2017,35-39,Typhoid Fever,Expatriate,15
2017,35-39,Viral Hepatitis A,Expatriate,6
2017,35-39,Viral Hepatitis B,Expatriate,136
2017,35-39,Viral Hepatitis C,Expatriate,111
2017,35-39,Viral Meningitis,Expatriate,4
2017,35-39,Whooping Cough,Expatriate,3
2017,40-44,Acute Encephalitis,Expatriate,0
2017,40-44,Acute Flaccid Paralysis,Expatriate,0
2017,40-44,Brucellosis,Expatriate,7
2017,40-44,Chickenpox,Expatriate,252
2017,40-44,Corona Virus,Expatriate,1
2017,40-44,Extra Pulmonary Tuberculosis,Expatriate,25
2017,40-44,Giardia Lambia,Expatriate,7
2017,40-44,Gonorrhoea,Expatriate,5
2017,40-44,Malaria,Expatriate,130
2017,40-44,Measles,Expatriate,1
2017,40-44,Mumps,Expatriate,9
2017,40-44,Other,Expatriate,112
2017,40-44,Other Food Poisoning,Expatriate,36
2017,40-44,Other STD,Expatriate,64
2017,40-44,Other Viral Hepatitis,Expatriate,1
2017,40-44,Pulmonary Tuberculosis,Expatriate,46
2017,40-44,Rubella,Expatriate,0
2017,40-44,Scabies,Expatriate,141
2017,40-44,Scarlet  Fever,Expatriate,0
2017,40-44,Seasonal Influenza,Expatriate,416
2017,40-44,Syphilis,Expatriate,21
2017,40-44,Tetanus,Expatriate,0
2017,40-44,Typhoid Fever,Expatriate,15
2017,40-44,Viral Hepatitis A,Expatriate,3
2017,40-44,Viral Hepatitis B,Expatriate,100
2017,40-44,Viral Hepatitis C,Expatriate,100
2017,40-44,Viral Meningitis,Expatriate,3
2017,40-44,Whooping Cough,Expatriate,1
2017,45-49,Acute Encephalitis,Expatriate,1
2017,45-49,Acute Flaccid Paralysis,Expatriate,0
2017,45-49,Brucellosis,Expatriate,2
2017,45-49,Chickenpox,Expatriate,131
2017,45-49,Corona Virus,Expatriate,1
2017,45-49,Extra Pulmonary Tuberculosis,Expatriate,12
2017,45-49,Giardia Lambia,Expatriate,4
2017,45-49,Gonorrhoea,Expatriate,1
2017,45-49,Malaria,Expatriate,114
2017,45-49,Measles,Expatriate,2
2017,45-49,Mumps,Expatriate,7
2017,45-49,Other,Expatriate,77
2017,45-49,Other Food Poisoning,Expatriate,29
2017,45-49,Other STD,Expatriate,56
2017,45-49,Other Viral Hepatitis,Expatriate,1
2017,45-49,Pulmonary Tuberculosis,Expatriate,57
2017,45-49,Rubella,Expatriate,1
2017,45-49,Scabies,Expatriate,95
2017,45-49,Scarlet  Fever,Expatriate,0
2017,45-49,Seasonal Influenza,Expatriate,297
2017,45-49,Syphilis,Expatriate,18
2017,45-49,Tetanus,Expatriate,0
2017,45-49,Typhoid Fever,Expatriate,5
2017,45-49,Viral Hepatitis A,Expatriate,7
2017,45-49,Viral Hepatitis B,Expatriate,75
2017,45-49,Viral Hepatitis C,Expatriate,57
2017,45-49,Viral Meningitis,Expatriate,1
2017,45-49,Whooping Cough,Expatriate,2
2017,50-54,Acute Encephalitis,Expatriate,1
2017,50-54,Acute Flaccid Paralysis,Expatriate,0
2017,50-54,Brucellosis,Expatriate,1
2017,50-54,Chickenpox,Expatriate,62
2017,50-54,Corona Virus,Expatriate,1
2017,50-54,Extra Pulmonary Tuberculosis,Expatriate,6
2017,50-54,Giardia Lambia,Expatriate,5
2017,50-54,Gonorrhoea,Expatriate,1
2017,50-54,Malaria,Expatriate,65
2017,50-54,Measles,Expatriate,0
2017,50-54,Mumps,Expatriate,2
2017,50-54,Other,Expatriate,64
2017,50-54,Other Food Poisoning,Expatriate,14
2017,50-54,Other STD,Expatriate,19
2017,50-54,Other Viral Hepatitis,Expatriate,1
2017,50-54,Pulmonary Tuberculosis,Expatriate,30
2017,50-54,Rubella,Expatriate,0
2017,50-54,Scabies,Expatriate,49
2017,50-54,Scarlet  Fever,Expatriate,0
2017,50-54,Seasonal Influenza,Expatriate,165
2017,50-54,Syphilis,Expatriate,8
2017,50-54,Tetanus,Expatriate,0
2017,50-54,Typhoid Fever,Expatriate,6
2017,50-54,Viral Hepatitis A,Expatriate,1
2017,50-54,Viral Hepatitis B,Expatriate,42
2017,50-54,Viral Hepatitis C,Expatriate,78
2017,50-54,Viral Meningitis,Expatriate,0
2017,50-54,Whooping Cough,Expatriate,1
2017,55-59,Acute Encephalitis,Expatriate,0
2017,55-59,Acute Flaccid Paralysis,Expatriate,0
2017,55-59,Brucellosis,Expatriate,2
2017,55-59,Chickenpox,Expatriate,23
2017,55-59,Corona Virus,Expatriate,0
2017,55-59,Extra Pulmonary Tuberculosis,Expatriate,4
2017,55-59,Giardia Lambia,Expatriate,3
2017,55-59,Gonorrhoea,Expatriate,1
2017,55-59,Malaria,Expatriate,43
2017,55-59,Measles,Expatriate,0
2017,55-59,Mumps,Expatriate,0
2017,55-59,Other,Expatriate,42
2017,55-59,Other Food Poisoning,Expatriate,8
2017,55-59,Other STD,Expatriate,14
2017,55-59,Other Viral Hepatitis,Expatriate,1
2017,55-59,Pulmonary Tuberculosis,Expatriate,22
2017,55-59,Rubella,Expatriate,0
2017,55-59,Scabies,Expatriate,34
2017,55-59,Scarlet  Fever,Expatriate,0
2017,55-59,Seasonal Influenza,Expatriate,139
2017,55-59,Syphilis,Expatriate,6
2017,55-59,Tetanus,Expatriate,0
2017,55-59,Typhoid Fever,Expatriate,4
2017,55-59,Viral Hepatitis A,Expatriate,1
2017,55-59,Viral Hepatitis B,Expatriate,27
2017,55-59,Viral Hepatitis C,Expatriate,53
2017,55-59,Viral Meningitis,Expatriate,1
2017,55-59,Whooping Cough,Expatriate,1
2017,60-64,Acute Encephalitis,Expatriate,0
2017,60-64,Acute Flaccid Paralysis,Expatriate,0
2017,60-64,Brucellosis,Expatriate,0
2017,60-64,Chickenpox,Expatriate,6
2017,60-64,Corona Virus,Expatriate,0
2017,60-64,Extra Pulmonary Tuberculosis,Expatriate,3
2017,60-64,Giardia Lambia,Expatriate,0
2017,60-64,Gonorrhoea,Expatriate,0
2017,60-64,Malaria,Expatriate,24
2017,60-64,Measles,Expatriate,0
2017,60-64,Mumps,Expatriate,0
2017,60-64,Other,Expatriate,26
2017,60-64,Other Food Poisoning,Expatriate,5
2017,60-64,Other STD,Expatriate,3
2017,60-64,Other Viral Hepatitis,Expatriate,0
2017,60-64,Pulmonary Tuberculosis,Expatriate,14
2017,60-64,Rubella,Expatriate,0
2017,60-64,Scabies,Expatriate,5
2017,60-64,Scarlet  Fever,Expatriate,0
2017,60-64,Seasonal Influenza,Expatriate,58
2017,60-64,Syphilis,Expatriate,3
2017,60-64,Tetanus,Expatriate,0
2017,60-64,Typhoid Fever,Expatriate,1
2017,60-64,Viral Hepatitis A,Expatriate,0
2017,60-64,Viral Hepatitis B,Expatriate,14
2017,60-64,Viral Hepatitis C,Expatriate,29
2017,60-64,Viral Meningitis,Expatriate,1
2017,60-64,Whooping Cough,Expatriate,0
2017,65+,Acute Encephalitis,Expatriate,0
2017,65+,Acute Flaccid Paralysis,Expatriate,0
2017,65+,Brucellosis,Expatriate,1
2017,65+,Chickenpox,Expatriate,2
2017,65+,Corona Virus,Expatriate,1
2017,65+,Extra Pulmonary Tuberculosis,Expatriate,1
2017,65+,Giardia Lambia,Expatriate,0
2017,65+,Gonorrhoea,Expatriate,0
2017,65+,Malaria,Expatriate,7
2017,65+,Measles,Expatriate,0
2017,65+,Mumps,Expatriate,0
2017,65+,Other,Expatriate,30
2017,65+,Other Food Poisoning,Expatriate,8
2017,65+,Other STD,Expatriate,3
2017,65+,Other Viral Hepatitis,Expatriate,0
2017,65+,Pulmonary Tuberculosis,Expatriate,11
2017,65+,Rubella,Expatriate,0
2017,65+,Scabies,Expatriate,6
2017,65+,Scarlet  Fever,Expatriate,0
2017,65+,Seasonal Influenza,Expatriate,66
2017,65+,Syphilis,Expatriate,2
2017,65+,Tetanus,Expatriate,0
2017,65+,Typhoid Fever,Expatriate,0
2017,65+,Viral Hepatitis A,Expatriate,0
2017,65+,Viral Hepatitis B,Expatriate,21
2017,65+,Viral Hepatitis C,Expatriate,17
2017,65+,Viral Meningitis,Expatriate,1
2017,65+,Whooping Cough,Expatriate,0
2017,25-29,Acute Encephalitis,NA,0
2017,25-29,Acute Flaccid Paralysis,NA,0
2017,25-29,Brucellosis,NA,0
2017,25-29,Chickenpox,NA,0
2017,25-29,Corona Virus,NA,0
2017,25-29,Extra Pulmonary Tuberculosis,NA,0
2017,25-29,Giardia Lambia,NA,0
2017,25-29,Gonorrhoea,NA,0
2017,25-29,Malaria,NA,0
2017,25-29,Measles,NA,0
2017,25-29,Mumps,NA,0
2017,25-29,Other,NA,0
2017,25-29,Other Food Poisoning,NA,0
2017,25-29,Other STD,NA,1
2017,25-29,Other Viral Hepatitis,NA,0
2017,25-29,Pulmonary Tuberculosis,NA,1
2017,25-29,Rubella,NA,0
2017,25-29,Scabies,NA,0
2017,25-29,Scarlet  Fever,NA,0
2017,25-29,Seasonal Influenza,NA,0
2017,25-29,Syphilis,NA,0
2017,25-29,Tetanus,NA,0
2017,25-29,Typhoid Fever,NA,0
2017,25-29,Viral Hepatitis A,NA,0
2017,25-29,Viral Hepatitis B,NA,0
2017,25-29,Viral Hepatitis C,NA,0
2017,25-29,Viral Meningitis,NA,0
2017,25-29,Whooping Cough,NA,0
2017,0-4,Acute Encephalitis,National,0
2017,0-4,Acute Flaccid Paralysis,National,1
2017,0-4,Brucellosis,National,6
2017,0-4,Chickenpox,National,153
2017,0-4,Corona Virus,National,0
2017,0-4,Extra Pulmonary Tuberculosis,National,0
2017,0-4,Giardia Lambia,National,7
2017,0-4,Gonorrhoea,National,0
2017,0-4,Malaria,National,0
2017,0-4,Measles,National,4
2017,0-4,Mumps,National,27
2017,0-4,Other,National,247
2017,0-4,Other Food Poisoning,National,261
2017,0-4,Other STD,National,0
2017,0-4,Other Viral Hepatitis,National,0
2017,0-4,Pulmonary Tuberculosis,National,0
2017,0-4,Rubella,National,2
2017,0-4,Scabies,National,20
2017,0-4,Scarlet  Fever,National,84
2017,0-4,Seasonal Influenza,National,2150
2017,0-4,Syphilis,National,0
2017,0-4,Tetanus,National,0
2017,0-4,Typhoid Fever,National,2
2017,0-4,Viral Hepatitis A,National,8
2017,0-4,Viral Hepatitis B,National,1
2017,0-4,Viral Hepatitis C,National,1
2017,0-4,Viral Meningitis,National,14
2017,0-4,Whooping Cough,National,19
2017,5-9,Acute Encephalitis,National,1
2017,5-9,Acute Flaccid Paralysis,National,2
2017,5-9,Brucellosis,National,3
2017,5-9,Chickenpox,National,108
2017,5-9,Corona Virus,National,0
2017,5-9,Extra Pulmonary Tuberculosis,National,0
2017,5-9,Giardia Lambia,National,2
2017,5-9,Gonorrhoea,National,0
2017,5-9,Malaria,National,0
2017,5-9,Measles,National,2
2017,5-9,Mumps,National,29
2017,5-9,Other,National,66
2017,5-9,Other Food Poisoning,National,79
2017,5-9,Other STD,National,0
2017,5-9,Other Viral Hepatitis,National,0
2017,5-9,Pulmonary Tuberculosis,National,0
2017,5-9,Rubella,National,0
2017,5-9,Scabies,National,18
2017,5-9,Scarlet  Fever,National,45
2017,5-9,Seasonal Influenza,National,1000
2017,5-9,Syphilis,National,0
2017,5-9,Tetanus,National,0
2017,5-9,Typhoid Fever,National,3
2017,5-9,Viral Hepatitis A,National,29
2017,5-9,Viral Hepatitis B,National,0
2017,5-9,Viral Hepatitis C,National,0
2017,5-9,Viral Meningitis,National,5
2017,5-9,Whooping Cough,National,0
2017,10-14,Acute Encephalitis,National,0
2017,10-14,Acute Flaccid Paralysis,National,1
2017,10-14,Brucellosis,National,5
2017,10-14,Chickenpox,National,40
2017,10-14,Corona Virus,National,0
2017,10-14,Extra Pulmonary Tuberculosis,National,0
2017,10-14,Giardia Lambia,National,0
2017,10-14,Gonorrhoea,National,0
2017,10-14,Malaria,National,0
2017,10-14,Measles,National,0
2017,10-14,Mumps,National,7
2017,10-14,Other,National,40
2017,10-14,Other Food Poisoning,National,23
2017,10-14,Other STD,National,0
2017,10-14,Other Viral Hepatitis,National,0
2017,10-14,Pulmonary Tuberculosis,National,1
2017,10-14,Rubella,National,0
2017,10-14,Scabies,National,18
2017,10-14,Scarlet  Fever,National,2
2017,10-14,Seasonal Influenza,National,336
2017,10-14,Syphilis,National,0
2017,10-14,Tetanus,National,0
2017,10-14,Typhoid Fever,National,4
2017,10-14,Viral Hepatitis A,National,14
2017,10-14,Viral Hepatitis B,National,0
2017,10-14,Viral Hepatitis C,National,0
2017,10-14,Viral Meningitis,National,1
2017,10-14,Whooping Cough,National,1
2017,15-19,Acute Encephalitis,National,0
2017,15-19,Acute Flaccid Paralysis,National,0
2017,15-19,Brucellosis,National,3
2017,15-19,Chickenpox,National,20
2017,15-19,Corona Virus,National,0
2017,15-19,Extra Pulmonary Tuberculosis,National,0
2017,15-19,Giardia Lambia,National,0
2017,15-19,Gonorrhoea,National,17
2017,15-19,Malaria,National,1
2017,15-19,Measles,National,0
2017,15-19,Mumps,National,1
2017,15-19,Other,National,36
2017,15-19,Other Food Poisoning,National,18
2017,15-19,Other STD,National,7
2017,15-19,Other Viral Hepatitis,National,0
2017,15-19,Pulmonary Tuberculosis,National,2
2017,15-19,Rubella,National,0
2017,15-19,Scabies,National,22
2017,15-19,Scarlet  Fever,National,0
2017,15-19,Seasonal Influenza,National,166
2017,15-19,Syphilis,National,1
2017,15-19,Tetanus,National,0
2017,15-19,Typhoid Fever,National,0
2017,15-19,Viral Hepatitis A,National,9
2017,15-19,Viral Hepatitis B,National,5
2017,15-19,Viral Hepatitis C,National,6
2017,15-19,Viral Meningitis,National,1
2017,15-19,Whooping Cough,National,0
2017,20-24,Acute Encephalitis,National,1
2017,20-24,Acute Flaccid Paralysis,National,0
2017,20-24,Brucellosis,National,5
2017,20-24,Chickenpox,National,13
2017,20-24,Corona Virus,National,0
2017,20-24,Extra Pulmonary Tuberculosis,National,0
2017,20-24,Giardia Lambia,National,1
2017,20-24,Gonorrhoea,National,30
2017,20-24,Malaria,National,1
2017,20-24,Measles,National,1
2017,20-24,Mumps,National,1
2017,20-24,Other,National,34
2017,20-24,Other Food Poisoning,National,18
2017,20-24,Other STD,National,73
2017,20-24,Other Viral Hepatitis,National,0
2017,20-24,Pulmonary Tuberculosis,National,1
2017,20-24,Rubella,National,0
2017,20-24,Scabies,National,17
2017,20-24,Scarlet  Fever,National,1
2017,20-24,Seasonal Influenza,National,180
2017,20-24,Syphilis,National,14
2017,20-24,Tetanus,National,0
2017,20-24,Typhoid Fever,National,1
2017,20-24,Viral Hepatitis A,National,2
2017,20-24,Viral Hepatitis B,National,10
2017,20-24,Viral Hepatitis C,National,15
2017,20-24,Viral Meningitis,National,0
2017,20-24,Whooping Cough,National,0
2017,25-29,Acute Encephalitis,National,0
2017,25-29,Acute Flaccid Paralysis,National,0
2017,25-29,Brucellosis,National,3
2017,25-29,Chickenpox,National,17
2017,25-29,Corona Virus,National,1
2017,25-29,Extra Pulmonary Tuberculosis,National,3
2017,25-29,Giardia Lambia,National,2
2017,25-29,Gonorrhoea,National,27
2017,25-29,Malaria,National,1
2017,25-29,Measles,National,1
2017,25-29,Mumps,National,1
2017,25-29,Other,National,48
2017,25-29,Other Food Poisoning,National,31
2017,25-29,Other STD,National,131
2017,25-29,Other Viral Hepatitis,National,0
2017,25-29,Pulmonary Tuberculosis,National,4
2017,25-29,Rubella,National,0
2017,25-29,Scabies,National,24
2017,25-29,Scarlet  Fever,National,0
2017,25-29,Seasonal Influenza,National,232
2017,25-29,Syphilis,National,6
2017,25-29,Tetanus,National,0
2017,25-29,Typhoid Fever,National,1
2017,25-29,Viral Hepatitis A,National,1
2017,25-29,Viral Hepatitis B,National,32
2017,25-29,Viral Hepatitis C,National,11
2017,25-29,Viral Meningitis,National,1
2017,25-29,Whooping Cough,National,0
2017,30-34,Acute Encephalitis,National,0
2017,30-34,Acute Flaccid Paralysis,National,0
2017,30-34,Brucellosis,National,3
2017,30-34,Chickenpox,National,11
2017,30-34,Corona Virus,National,0
2017,30-34,Extra Pulmonary Tuberculosis,National,0
2017,30-34,Giardia Lambia,National,1
2017,30-34,Gonorrhoea,National,11
2017,30-34,Malaria,National,1
2017,30-34,Measles,National,0
2017,30-34,Mumps,National,3
2017,30-34,Other,National,52
2017,30-34,Other Food Poisoning,National,18
2017,30-34,Other STD,National,156
2017,30-34,Other Viral Hepatitis,National,0
2017,30-34,Pulmonary Tuberculosis,National,1
2017,30-34,Rubella,National,0
2017,30-34,Scabies,National,14
2017,30-34,Scarlet  Fever,National,0
2017,30-34,Seasonal Influenza,National,262
2017,30-34,Syphilis,National,11
2017,30-34,Tetanus,National,0
2017,30-34,Typhoid Fever,National,2
2017,30-34,Viral Hepatitis A,National,2
2017,30-34,Viral Hepatitis B,National,58
2017,30-34,Viral Hepatitis C,National,18
2017,30-34,Viral Meningitis,National,1
2017,30-34,Whooping Cough,National,0
2017,35-39,Acute Encephalitis,National,0
2017,35-39,Acute Flaccid Paralysis,National,0
2017,35-39,Brucellosis,National,1
2017,35-39,Chickenpox,National,11
2017,35-39,Corona Virus,National,0
2017,35-39,Extra Pulmonary Tuberculosis,National,0
2017,35-39,Giardia Lambia,National,4
2017,35-39,Gonorrhoea,National,14
2017,35-39,Malaria,National,0
2017,35-39,Measles,National,0
2017,35-39,Mumps,National,1
2017,35-39,Other,National,26
2017,35-39,Other Food Poisoning,National,13
2017,35-39,Other STD,National,90
2017,35-39,Other Viral Hepatitis,National,0
2017,35-39,Pulmonary Tuberculosis,National,1
2017,35-39,Rubella,National,1
2017,35-39,Scabies,National,10
2017,35-39,Scarlet  Fever,National,1
2017,35-39,Seasonal Influenza,National,220
2017,35-39,Syphilis,National,9
2017,35-39,Tetanus,National,0
2017,35-39,Typhoid Fever,National,2
2017,35-39,Viral Hepatitis A,National,0
2017,35-39,Viral Hepatitis B,National,65
2017,35-39,Viral Hepatitis C,National,11
2017,35-39,Viral Meningitis,National,0
2017,35-39,Whooping Cough,National,2
2017,40-44,Acute Encephalitis,National,0
2017,40-44,Acute Flaccid Paralysis,National,0
2017,40-44,Brucellosis,National,1
2017,40-44,Chickenpox,National,3
2017,40-44,Corona Virus,National,0
2017,40-44,Extra Pulmonary Tuberculosis,National,1
2017,40-44,Giardia Lambia,National,1
2017,40-44,Gonorrhoea,National,1
2017,40-44,Malaria,National,0
2017,40-44,Measles,National,0
2017,40-44,Mumps,National,1
2017,40-44,Other,National,21
2017,40-44,Other Food Poisoning,National,5
2017,40-44,Other STD,National,66
2017,40-44,Other Viral Hepatitis,National,0
2017,40-44,Pulmonary Tuberculosis,National,3
2017,40-44,Rubella,National,0
2017,40-44,Scabies,National,9
2017,40-44,Scarlet  Fever,National,0
2017,40-44,Seasonal Influenza,National,121
2017,40-44,Syphilis,National,9
2017,40-44,Tetanus,National,0
2017,40-44,Typhoid Fever,National,0
2017,40-44,Viral Hepatitis A,National,0
2017,40-44,Viral Hepatitis B,National,44
2017,40-44,Viral Hepatitis C,National,16
2017,40-44,Viral Meningitis,National,0
2017,40-44,Whooping Cough,National,1
2017,45-49,Acute Encephalitis,National,0
2017,45-49,Acute Flaccid Paralysis,National,0
2017,45-49,Brucellosis,National,2
2017,45-49,Chickenpox,National,4
2017,45-49,Corona Virus,National,0
2017,45-49,Extra Pulmonary Tuberculosis,National,0
2017,45-49,Giardia Lambia,National,3
2017,45-49,Gonorrhoea,National,1
2017,45-49,Malaria,National,0
2017,45-49,Measles,National,0
2017,45-49,Mumps,National,4
2017,45-49,Other,National,15
2017,45-49,Other Food Poisoning,National,3
2017,45-49,Other STD,National,33
2017,45-49,Other Viral Hepatitis,National,0
2017,45-49,Pulmonary Tuberculosis,National,0
2017,45-49,Rubella,National,0
2017,45-49,Scabies,National,5
2017,45-49,Scarlet  Fever,National,0
2017,45-49,Seasonal Influenza,National,63
2017,45-49,Syphilis,National,5
2017,45-49,Tetanus,National,0
2017,45-49,Typhoid Fever,National,0
2017,45-49,Viral Hepatitis A,National,1
2017,45-49,Viral Hepatitis B,National,17
2017,45-49,Viral Hepatitis C,National,18
2017,45-49,Viral Meningitis,National,0
2017,45-49,Whooping Cough,National,0
2017,50-54,Acute Encephalitis,National,0
2017,50-54,Acute Flaccid Paralysis,National,0
2017,50-54,Brucellosis,National,4
2017,50-54,Chickenpox,National,0
2017,50-54,Corona Virus,National,0
2017,50-54,Extra Pulmonary Tuberculosis,National,0
2017,50-54,Giardia Lambia,National,0
2017,50-54,Gonorrhoea,National,0
2017,50-54,Malaria,National,0
2017,50-54,Measles,National,0
2017,50-54,Mumps,National,1
2017,50-54,Other,National,4
2017,50-54,Other Food Poisoning,National,7
2017,50-54,Other STD,National,10
2017,50-54,Other Viral Hepatitis,National,0
2017,50-54,Pulmonary Tuberculosis,National,0
2017,50-54,Rubella,National,0
2017,50-54,Scabies,National,8
2017,50-54,Scarlet  Fever,National,0
2017,50-54,Seasonal Influenza,National,50
2017,50-54,Syphilis,National,5
2017,50-54,Tetanus,National,0
2017,50-54,Typhoid Fever,National,1
2017,50-54,Viral Hepatitis A,National,0
2017,50-54,Viral Hepatitis B,National,24
2017,50-54,Viral Hepatitis C,National,23
2017,50-54,Viral Meningitis,National,0
2017,50-54,Whooping Cough,National,1
2017,55-59,Acute Encephalitis,National,0
2017,55-59,Acute Flaccid Paralysis,National,0
2017,55-59,Brucellosis,National,0
2017,55-59,Chickenpox,National,2
2017,55-59,Corona Virus,National,0
2017,55-59,Extra Pulmonary Tuberculosis,National,0
2017,55-59,Giardia Lambia,National,2
2017,55-59,Gonorrhoea,National,1
2017,55-59,Malaria,National,1
2017,55-59,Measles,National,0
2017,55-59,Mumps,National,0
2017,55-59,Other,National,11
2017,55-59,Other Food Poisoning,National,4
2017,55-59,Other STD,National,2
2017,55-59,Other Viral Hepatitis,National,0
2017,55-59,Pulmonary Tuberculosis,National,1
2017,55-59,Rubella,National,0
2017,55-59,Scabies,National,2
2017,55-59,Scarlet  Fever,National,0
2017,55-59,Seasonal Influenza,National,56
2017,55-59,Syphilis,National,1
2017,55-59,Tetanus,National,0
2017,55-59,Typhoid Fever,National,0
2017,55-59,Viral Hepatitis A,National,0
2017,55-59,Viral Hepatitis B,National,13
2017,55-59,Viral Hepatitis C,National,12
2017,55-59,Viral Meningitis,National,0
2017,55-59,Whooping Cough,National,0
2017,60-64,Acute Encephalitis,National,0
2017,60-64,Acute Flaccid Paralysis,National,0
2017,60-64,Brucellosis,National,0
2017,60-64,Chickenpox,National,0
2017,60-64,Corona Virus,National,0
2017,60-64,Extra Pulmonary Tuberculosis,National,1
2017,60-64,Giardia Lambia,National,0
2017,60-64,Gonorrhoea,National,0
2017,60-64,Malaria,National,1
2017,60-64,Measles,National,0
2017,60-64,Mumps,National,1
2017,60-64,Other,National,15
2017,60-64,Other Food Poisoning,National,4
2017,60-64,Other STD,National,1
2017,60-64,Other Viral Hepatitis,National,0
2017,60-64,Pulmonary Tuberculosis,National,4
2017,60-64,Rubella,National,0
2017,60-64,Scabies,National,0
2017,60-64,Scarlet  Fever,National,0
2017,60-64,Seasonal Influenza,National,43
2017,60-64,Syphilis,National,3
2017,60-64,Tetanus,National,0
2017,60-64,Typhoid Fever,National,0
2017,60-64,Viral Hepatitis A,National,0
2017,60-64,Viral Hepatitis B,National,8
2017,60-64,Viral Hepatitis C,National,8
2017,60-64,Viral Meningitis,National,0
2017,60-64,Whooping Cough,National,0
2017,65+,Acute Encephalitis,National,0
2017,65+,Acute Flaccid Paralysis,National,0
2017,65+,Brucellosis,National,7
2017,65+,Chickenpox,National,2
2017,65+,Corona Virus,National,2
2017,65+,Extra Pulmonary Tuberculosis,National,2
2017,65+,Giardia Lambia,National,3
2017,65+,Gonorrhoea,National,0
2017,65+,Malaria,National,0
2017,65+,Measles,National,0
2017,65+,Mumps,National,0
2017,65+,Other,National,32
2017,65+,Other Food Poisoning,National,6
2017,65+,Other STD,National,0
2017,65+,Other Viral Hepatitis,National,0
2017,65+,Pulmonary Tuberculosis,National,6
2017,65+,Rubella,National,0
2017,65+,Scabies,National,9
2017,65+,Scarlet  Fever,National,0
2017,65+,Seasonal Influenza,National,111
2017,65+,Syphilis,National,8
2017,65+,Tetanus,National,0
2017,65+,Typhoid Fever,National,0
2017,65+,Viral Hepatitis A,National,0
2017,65+,Viral Hepatitis B,National,20
2017,65+,Viral Hepatitis C,National,22
2017,65+,Viral Meningitis,National,1
2017,65+,Whooping Cough,National,1
2018,0-4,Acute Encephalitis,Expatriate,1
2018,0-4,Acute Flaccid Paralysis,Expatriate,0
2018,0-4,Brucellosis,Expatriate,2
2018,0-4,Chickenpox,Expatriate,275
2018,0-4,Corona Virus,Expatriate,0
2018,0-4,Extra Pulmonary Tuberculosis,Expatriate,0
2018,0-4,Giardia Lambia,Expatriate,8
2018,0-4,Gonorrhoea,Expatriate,0
2018,0-4,Malaria,Expatriate,15
2018,0-4,Measles,Expatriate,17
2018,0-4,Mumps,Expatriate,27
2018,0-4,Other,Expatriate,871
2018,0-4,Other Food Poisoning,Expatriate,474
2018,0-4,Other STIs,Expatriate,0
2018,0-4,Other Viral Hepatitis,Expatriate,0
2018,0-4,Pulmonary Tuberculosis,Expatriate,2
2018,0-4,Rubella,Expatriate,5
2018,0-4,Scabies,Expatriate,72
2018,0-4,Scarlet  Fever,Expatriate,66
2018,0-4,Seasonal Influenza,Expatriate,3592
2018,0-4,Syphilis,Expatriate,1
2018,0-4,Tetanus,Expatriate,0
2018,0-4,Typhoid Fever,Expatriate,21
2018,0-4,Viral Hepatitis A,Expatriate,13
2018,0-4,Viral Hepatitis B,Expatriate,0
2018,0-4,Viral Hepatitis C,Expatriate,0
2018,0-4,Viral Meningitis,Expatriate,8
2018,0-4,Whooping Cough,Expatriate,13
2018,5-9,Acute Encephalitis,Expatriate,0
2018,5-9,Acute Flaccid Paralysis,Expatriate,3
2018,5-9,Brucellosis,Expatriate,2
2018,5-9,Chickenpox,Expatriate,244
2018,5-9,Corona Virus,Expatriate,0
2018,5-9,Extra Pulmonary Tuberculosis,Expatriate,0
2018,5-9,Giardia Lambia,Expatriate,7
2018,5-9,Gonorrhoea,Expatriate,0
2018,5-9,Malaria,Expatriate,12
2018,5-9,Measles,Expatriate,3
2018,5-9,Mumps,Expatriate,35
2018,5-9,Other,Expatriate,342
2018,5-9,Other Food Poisoning,Expatriate,132
2018,5-9,Other STIs,Expatriate,0
2018,5-9,Other Viral Hepatitis,Expatriate,0
2018,5-9,Pulmonary Tuberculosis,Expatriate,1
2018,5-9,Rubella,Expatriate,0
2018,5-9,Scabies,Expatriate,61
2018,5-9,Scarlet  Fever,Expatriate,78
2018,5-9,Seasonal Influenza,Expatriate,2154
2018,5-9,Syphilis,Expatriate,0
2018,5-9,Tetanus,Expatriate,0
2018,5-9,Typhoid Fever,Expatriate,12
2018,5-9,Viral Hepatitis A,Expatriate,35
2018,5-9,Viral Hepatitis B,Expatriate,0
2018,5-9,Viral Hepatitis C,Expatriate,0
2018,5-9,Viral Meningitis,Expatriate,3
2018,5-9,Whooping Cough,Expatriate,0
2018,10-14,Acute Encephalitis,Expatriate,0
2018,10-14,Acute Flaccid Paralysis,Expatriate,2
2018,10-14,Brucellosis,Expatriate,1
2018,10-14,Chickenpox,Expatriate,129
2018,10-14,Corona Virus,Expatriate,0
2018,10-14,Extra Pulmonary Tuberculosis,Expatriate,1
2018,10-14,Giardia Lambia,Expatriate,3
2018,10-14,Gonorrhoea,Expatriate,1
