Year,Activity Type,Activity Type Chapter,% Value per Year
2016,Service,Tele-consultation resulting in Self Care,0.00%
2016,Service,Tele-consultation resulting in Referral,0.00%
2016,Service,Tele-consultation resulting in Emergency Management,0.00%
2016,Service,Special Care Unit (SCU) or Adult Special-Care Unit (ASCU),0.00%
2016,Service,Special Care Baby Unit (SCBU),0.00%
2016,Service,Short Stay Room - Hourly Rate,0.00%
2016,Service,Short Stay  Room - Daily Rate,0.00%
2016,Service,Room Rate difference - Daily Rate  (Day 1 and more ) - VIP Room,0.00%
2016,Service,Room Rate difference - Daily Rate  (Day 1 and more ) - Suite,0.00%
2016,Service,Room Rate difference - Daily Rate  (Day 1 and more  ) - Isolation Room,0.00%
2016,Service,Room Rate difference - Daily Rate   (Day 1 and more  ) - First Class Room,0.01%
2016,Service,Room and Board: Ward,0.00%
2016,Service,Room and Board:  VIP Room,0.00%
2016,Service,Room and Board:  Suite,0.02%
2016,Service,Room and Board: Shared Room,0.00%
2016,Service,Room and Board: Royal Suite,0.00%
2016,Service,Room and Board: Isolation Room,0.00%
2016,Service,Room and Board: First Class Room,0.00%
2016,Service,Recovery Room  - Hourly Rate,0.00%
2016,Service,Perdiem  - Ward or Shared Room - Daily Rate  (Day 8 and more),0.02%
2016,Service,Perdiem  - Ward or Shared Room - Daily Rate (Day 4 to 8),0.01%
2016,Service,Perdiem  - Ward or Shared Room - Daily Rate (Day 1 to 3),0.03%
2016,Service,Perdiem - Short Stay,0.41%
2016,Service,Perdiem - SCU - Daily Rate (Day 9 and more),0.00%
2016,Service,Perdiem - SCU - Daily Rate (Day 4 to 8),0.00%
2016,Service,Perdiem - SCU - Daily Rate (Day 1 to 3),0.00%
2016,Service,Perdiem - SCBU  - Daily Rate  (Day 9 and more),0.02%
2016,Service,Perdiem - SCBU  - Daily Rate (Day 4 to 8),0.00%
2016,Service,Perdiem - SCBU  - Daily Rate (Day 1 to 3),0.00%
2016,Service,Perdiem - PICU - Daily Rate  (Day 22 and more),0.03%
2016,Service,Perdiem - PICU - Daily Rate (Day 15 to 21),0.00%
2016,Service,Perdiem - PICU - Daily Rate (Day 8 to 14),0.00%
2016,Service,Perdiem - PICU - Daily Rate (Day 1 to 7),0.00%
2016,Service,Perdiem - NICU - Daily Rate (Day 22 and more),0.02%
2016,Service,Perdiem - NICU - Daily Rate (Day 15 to 21),0.01%
2016,Service,Perdiem - NICU - Daily Rate (Day 8 to 14),0.02%
2016,Service,Perdiem - NICU - Daily Rate (Day 1 to 7),0.03%
2016,Service,Perdiem - New-born Nursery  -  Daily Rate (Day 9 and more),0.00%
2016,Service,Perdiem - New-born Nursery  -  Daily Rate (Day 4 to 8),0.00%
2016,Service,Perdiem - New-born Nursery  -  Daily Rate (Day 1 to 3),0.00%
2016,Service,Perdiem - Medical Escort accommodation  - Daily Rate,0.00%
2016,Service,Perdiem - Long Term Stay - Daily Rate - Simple Cases,0.21%
2016,Service,Perdiem - Long Term Stay - Daily Rate - Severe Cases,1.96%
2016,Service,Perdiem - Long Term Stay - Daily Rate - Intermediate Cases,0.24%
2016,Service,Perdiem - Long Term Stay - Daily Rate - Intensive Cases,0.05%
2016,Service,Perdiem - ICU/CCU - Daily Rate (Day 22 and more),0.01%
2016,Service,Perdiem - ICU/CCU - Daily Rate (Day 15 to 21),0.00%
2016,Service,Perdiem - ICU/CCU - Daily Rate (Day 8 to 14),0.01%
2016,Service,Perdiem - ICU/CCU - Daily Rate (Day 1 to 7),0.04%
2016,Service,Perdiem - Haemodialysis  (HD),1.41%
2016,Service,Perdiem - Day Stay (Day care) Surgical Case - Inclusive.,0.74%
2016,Service,Perdiem - Day Stay (Day care) Medical Case - Inclusive.,0.06%
2016,Service,Perdiem - Continuous  Ambulatory Peritoneal Dialysis (CAPD).,0.00%
2016,Service,Perdiem - Companion Accommodation,0.00%
2016,Service,Perdiem - Automated Peritoneal Dialysis (APD).,0.01%
2016,Service,Per Diem- Bundled Base Payment of home care  (Level 4- Complex )                                                                                                                     *-A bundled payment that includes all medical services and transportation,0.04%
2016,Service,Per Diem-  Bundled Base Payment of home care  (Level 3- Intensive)                                                                                                                              * -A bundled payment that includes all medical services and tra,0.52%
2016,Service,Per Diem- Bundled Base Payment of home care  (Level 2- Intermediate )                                                                                                           * -A bundled payment that includes all medical services and transportation - Su,0.95%
2016,Service,Per Diem- Bundled Base Payment of home care (Level 1- SIMPLE )                                                                                                                    * -A bundled payment that includes all medical services and transportation -,0.14%
2016,Service,Paediatric intensive care Unit (PICU),0.00%
2016,Service,Outlier Payment,0.76%
2016,Service,Operating Room Services - Minor Surgery,0.00%
2016,Service,Operating Room Services - General Classification,0.00%
2016,Service,Operating Room Services - First Hour,0.00%
2016,Service,Operating Room Services - Every Additional 1/2 hr.,0.00%
2016,Service,Nursery - General Classification,0.00%
2016,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: more than 48 sq inches / 300 sq centimeters.",0.00%
2016,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: between 16 sq inches / 100 sq centimeters  and 48 sq inches / 300 sq centimeters .",0.00%
2016,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: 16 sq inches / 100 sq centimeters or less.",0.03%
2016,Service,Neonatal Intensive Care Unit (NICU),0.00%
2016,Service,Intensive Care Unit (ICU),0.00%
2016,Service,Emergency Room - Hourly Rate,0.00%
2016,Service,DRG Add-on Payment for High Cost Consumables,0.17%
2016,Service,Delivery Room,0.00%
2016,Service,Day Stay (Day care) Room - Daily Rate,0.00%
2016,Service,Coronary Care Unit (CCU),0.00%
2016,Service,"Comprehensive screening evaluation and management by clinician of an individual, including an age and gender appropriate history, questionnaire filling, examination, and ordering of laboratory/diagnostic procedures, new or established patient; 30-40 minut",0.06%
2016,Service,"Comprehensive screening by a non-physician clinician of an individual, including vital signs, an age and gender appropriate history, coordination for ordering of laboratory/diagnostic procedures and questionnaire filling, new or established patient; 30-40",0.00%
2016,Service,Catheterization Lab,0.00%
2017,CPT,Urinary System,0.33%
2017,CPT,Respiratory System,0.56%
2017,CPT,Radiology,2.47%
2017,CPT,Radiologic Guidance,0.00%
2017,CPT,Radiation Oncology,0.22%
2017,CPT,Pathology & Laboratory,17.93%
2017,CPT,Operating Microscope,0.00%
2017,CPT,Nuclear Medicine,0.28%
2017,CPT,Nervous System,0.06%
2017,CPT,N/A,0.03%
2017,CPT,Musculoskeletal,0.54%
2017,CPT,Mediastinum & Diaphragm,0.00%
2017,CPT,Maternity Care & Delivery,0.11%
2017,CPT,Male Genital System,0.10%
2017,CPT,Integumentary,0.57%
2017,CPT,Hemic & Lymphatic Systems,0.01%
2017,CPT,General,0.01%
2017,CPT,Female Genital System,0.17%
2017,CPT,Eye & Ocular Adnexa,0.80%
2017,CPT,Evaluation & Management,12.94%
2017,CPT,Endocrine System,0.00%
2017,CPT,Digestive System,0.61%
2017,CPT,Diagnostic Ultrasound,2.68%
2017,CPT,Cardiovascular System,0.15%
2017,CPT,Breast Mammography,0.06%
2017,CPT,Bone/Joint Studies,0.04%
2017,CPT,Auditory System,0.14%
2017,CPT,Anesthesia,0.00%
2017,Dental,Unclassified Treatments,0.01%
2017,Dental,Test/Analysis/Laboratory Procedures/Interpretation And/Or Reports,0.00%
2017,Dental,"Temporomandibular Joint Dysfunctions, Treatment Of",0.00%
2017,Dental,"Template, Surgical (Includes Diagnostic Wax-Up.  Also Used To Locate And Orient Osseo-Integrated Implants)",0.00%
2017,Dental,Surgical Incisions,0.01%
2017,Dental,"Surgical Excisions (Not In Conjunction With Tooth Removal, Including Biopsy)",0.01%
2017,Dental,"Space Maintainers
(Includes The Design, Separation, Fabrication, Insertion And Where Applicable Initial Cementation And Removal)",0.01%
2017,Dental,"Root Canal Therapy
To Include: Treatment Plan, Clinical Procedures (I.E. Pulpectomy, Biomechanical Preparation, Chemotherapeutic Treatment And Obturation), With Appropriate Radiographs And Excluding Final Restoration.",0.43%
2017,Dental,"Restorative Services, Other",0.01%
2017,Dental,"Restorative Procedures, Overdentures",0.00%
2017,Dental,"Restorations, Tooth Coloured/Plastic With/Without Silver Filings",1.30%
2017,Dental,"Restorations, Pre-Fabricated, Full Coverage",0.08%
2017,Dental,"Restorations, Inlays, Onlays, Pins And Posts",0.28%
2017,Dental,"Restorations, Foil, Gold",0.00%
2017,Dental,"Restorations, Amalgam",0.00%
2017,Dental,Restoration,0.09%
2017,Dental,Repairs,0.00%
2017,Dental,"Removals, (Extractions), Surgical",0.14%
2017,Dental,"Removals, (Extractions), Erupted Teeth",0.19%
2017,Dental,"Remodelling And Recontouring Oral Tissues In Preparation For Removable Prostheses (To Include Codes 73110, 73120, 73140, 73150, 73160, 73170, 73180)",0.00%
2017,Dental,"Recontouring Of Retainer/Pontics,
(Of Existing Bridgework)",0.00%
2017,Dental,"Radiographs, Specialty Use Only",0.00%
2017,Dental,Radiographs (Including Radiographic Examination And Diagnosis And Interpretation),0.31%
2017,Dental,"Pulp Chamber, Treatment Of, (Excluding Final Restoration)",0.13%
2017,Dental,"Prosthondics, Removable, Fabricated In Conjunction With A Denturist",0.00%
2017,Dental,Professional Services,0.57%
2017,Dental,Primary Dentition,0.00%
2017,Dental,"Preventive Services, Other",0.06%
2017,Dental,"Pontics, Bridge",0.21%
2017,Dental,Polishing,0.31%
2017,Dental,Permanent Dentition,0.58%
2017,Dental,"Periodontal Services, Surgical (Includes Local Anaesthetic, Suturing And The Placement And Removal Of Initial Surgical Dressing. A Surgical Site Is An Area That Lends Itself To One Or More Procedures. It Is Considered To Include A Full Quadrant, Sextant O",0.26%
2017,Dental,"Periodontal Services, Non Surgical",0.00%
2017,Dental,"Periodontal Services, Miscellaneous",0.01%
2017,Dental,"Periodontal Procedures, Adjunctive (When Per Joint Is Designated, The Corresponding Tooth Code Is Represented By The Mesial Of The Tooth Involved, Except At The Midline, Where The Tooth To The Right Of The Joint Is Utilized.)",0.02%
2017,Dental,Periapical Services,0.00%
2017,Dental,"Orthodontic Services, Miscellaneous",0.01%
2017,Dental,"Oral Surgery Procedures, Other",0.79%
2017,Dental,Mixed Dentition,0.01%
2017,Dental,"Mesostructures
(A Separate Component Positioned Between The Head Of An Implant And The Final Restoration, Retained By Either A Cemented Post Or Screw)",0.14%
2017,Dental,"Maxillofacial Deformities, Treatment Of",0.00%
2017,Dental,Master Cast Techniques,0.00%
2017,Dental,"Laboratory And Expense Procedures (This Code Is Used In Conjunction With The ""+ L"" And ""+ E"" Designation Following Specific Codes In The Guide. The Addition Of These Codes Are To Facilitate Computer Or Manual Input For Third Party Claims Processing, Perso",0.00%
2017,Dental,"Fractures, Treatment Of",0.00%
2017,Dental,"Fixed Prosthetics, Other Services",0.03%
2017,Dental,Fixed Bridge Retainers,0.32%
2017,Dental,"Examination And Diagnosis, Clinical Oral",0.50%
2017,Dental,"Endodontic, Procedures, Miscellaneous",0.02%
2017,Dental,"Drugs/Medication, Dispensing",0.00%
2017,Dental,"Dentures, Replication, Relining And Rebasing",0.00%
2017,Dental,"Dentures, Repairs/Additions",0.00%
2017,Dental,"Dentures, Partial, Cast With Acrylic Base",0.00%
2017,Dental,"Dentures, Partial, Acrylic",0.03%
2017,Dental,"Dentures, Partial  (Fabricated In Conjunction With A Denturist)",0.00%
2017,Dental,"Dentures, Complete (Includes: Impressions, Initial And Final Jaw Relation Records, Try-In Evaluation And Check Records, Insertion And Adjustments, Including Three Months Post Insertion Care.)",0.01%
2017,Dental,"Dentures, Adjustments
(After Three Months Insertion Or By Other Than The Dentist Providing Prosthesis.)",0.00%
2017,Dental,"Crowns, Single Units
(Only)",1.35%
2017,Dental,Bleaching Vital,0.04%
2017,Dental,"Appliances, Retention, Orthodontic Retaining Appliances",0.12%
2017,Dental,"Appliances, Active, For Tooth Guidance Or Minor Tooth Movement",0.04%
2017,Dental,Appliances,0.01%
2017,Dental,"Anatomic Modifications (Reshaping, Recontouring, Or Occlusal Modifications Of A Natural Tooth Or Teeth, Single Or Multiple Restorations, Or The Inter-Articulation Of The Teeth)",0.01%
2017,Dental,Anaesthesia,0.03%
2017,DRG,Newborns & Other Neonates,2.41%
2017,DRG,N/A,0.01%
2017,DRG,Mental Diseases & Disorders,0.14%
2017,DRG,Medical Ambulatory Visits,0.00%
2017,DRG,"Injuries, Poisonings & Toxic Effects Of Drugs",0.08%
2017,DRG,Infectious & Parasitic Diseases Of Systemic Or Unspecified Sites,0.53%
2017,DRG,Factors Influencing Health Status & Other Contacts With Health Services,0.05%
2017,DRG,Diseases & Disorders Of The Urinary Tract,0.56%
2017,DRG,"Diseases & Disorders Of The Skin, Subcutaneous Tissue & Breast",0.33%
2017,DRG,Diseases & Disorders Of The Respiratory System,3.11%
2017,DRG,Diseases & Disorders Of The Nervous System,0.78%
2017,DRG,Diseases & Disorders Of The Myeloproliferative System & Poorly Differentiated Neoplasms,0.27%
2017,DRG,Diseases & Disorders Of The Musculoskeletal System & Connective Tissue,1.29%
2017,DRG,Diseases & Disorders Of The Male Reproductive System,0.09%
2017,DRG,Diseases & Disorders Of The Hepatobiliary System & Pancreas,0.47%
2017,DRG,Diseases & Disorders Of The Female Reproductive System,0.63%
2017,DRG,Diseases & Disorders Of The Eye,0.03%
2017,DRG,"Diseases & Disorders Of The Endocrine, Nutritional & Metabolic Systems",0.35%
2017,DRG,"Diseases & Disorders Of The Ear, Nose, Mouth & Throat",0.69%
2017,DRG,Diseases & Disorders Of The Digestive System,1.59%
2017,DRG,Diseases & Disorders Of The Circulatory System,2.38%
2017,DRG,"Diseases & Disorders Of Blood, Blood Forming Organs, Immunological System",0.21%
2017,DRG,Childbirth,2.13%
2017,DRG,Alcohol/Drug Abuse & Dependence,0.03%
2017,Drug,Various,0.06%
2017,Drug,"Systemic hormonal preparations, excluding sex hormones and insulins",0.29%
2017,Drug,Sensory organs,0.19%
2017,Drug,Respiratory system,0.91%
2017,Drug,Nervous system,0.49%
2017,Drug,N/A,7.79%
2017,Drug,Musculo-skeletal system,0.43%
2017,Drug,Genito-urinary system and sex hormones,0.43%
2017,Drug,Dermatologicals,0.40%
2017,Drug,Cardiovascular system,1.40%
2017,Drug,Blood and blood forming organs,0.67%
2017,Drug,"Antiparasitic products, insecticides and repellents",0.03%
2017,Drug,Antineoplastic and immunomodulating agents,1.32%
2017,Drug,Antiinfectives for systemic use,1.10%
2017,Drug,Alimentary tract and metabolism,2.20%
2017,HCPCS,Vision Services,0.03%
2017,HCPCS,Transport Services Including Ambulance,0.13%
2017,HCPCS,Temporary Procedures/Professional Services,0.00%
2017,HCPCS,Temporary National Codes Established Medicaid,0.09%
2017,HCPCS,Temporary National Codes Established by Private Payers,0.02%
2017,HCPCS,Temporary Codes assigned to DME Regional Carriers,0.01%
2017,HCPCS,Temporary Codes Assigned by CMS,0.02%
2017,HCPCS,"Respiratory Durable Medical Equipment, Inexpensive and Routinely Purchased",0.03%
2017,HCPCS,Prosthetics,0.08%
2017,HCPCS,Orthotics,0.24%
2017,HCPCS,Medical and Surgical Supplies,0.90%
2017,HCPCS,Laboratory Services,0.00%
2017,HCPCS,Helmets,0.00%
2017,HCPCS,Hearing Services,0.31%
2017,HCPCS,Gradient Compression Stockings,0.01%
2017,HCPCS,Enteral and Parenteral Therapy,0.21%
2017,HCPCS,Durable Medical Equipment,0.41%
2017,HCPCS,Drugs Other Than Chemotherapy,0.00%
2017,HCPCS,CMS Hospital Outpatient Payment System,0.27%
2017,HCPCS,Chemotherapy Drugs,0.00%
2017,HCPCS,Behavioural Health and/or Substance Abuse Treatment Services,0.00%
2017,HCPCS,"Administrative, Miscellaneous and Investigational",0.14%
2017,N/A,N/A,0.00%
2017,Service,Tele-consultation resulting in Self Care,0.00%
2017,Service,Tele-consultation resulting in Referral,0.00%
2017,Service,Tele-consultation resulting in Emergency Management,0.00%
2017,Service,Special Care Unit (SCU) or Adult Special-Care Unit (ASCU),0.00%
2017,Service,Special Care Baby Unit (SCBU),0.00%
2017,Service,Short Stay Room - Hourly Rate,0.00%
2017,Service,Short Stay  Room - Daily Rate,0.00%
2017,Service,Room Rate difference - Daily Rate  (Day 1 and more ) - VIP Room,0.00%
2017,Service,Room Rate difference - Daily Rate  (Day 1 and more ) - Suite,0.00%
2017,Service,Room Rate difference - Daily Rate  (Day 1 and more  ) - Isolation Room,0.00%
2017,Service,Room Rate difference - Daily Rate   (Day 1 and more  ) - First Class Room,0.01%
2017,Service,Room and Board: Ward,0.00%
2017,Service,Room and Board:  VIP Room,0.01%
2017,Service,Room and Board:  Suite,0.03%
2017,Service,Room and Board: Shared Room,0.00%
2017,Service,Room and Board: Royal Suite,0.00%
2017,Service,Room and Board: Isolation Room,0.00%
2017,Service,Room and Board: First Class Room,0.00%
2017,Service,Recovery Room  - Hourly Rate,0.00%
2017,Service,Perdiem  - Ward or Shared Room - Daily Rate  (Day 8 and more),0.02%
2017,Service,Perdiem  - Ward or Shared Room - Daily Rate (Day 4 to 8),0.01%
2017,Service,Perdiem  - Ward or Shared Room - Daily Rate (Day 1 to 3),0.03%
2017,Service,Perdiem - Short Stay,0.42%
2017,Service,Perdiem - SCU - Daily Rate (Day 9 and more),0.00%
2017,Service,Perdiem - SCU - Daily Rate (Day 4 to 8),0.00%
2017,Service,Perdiem - SCU - Daily Rate (Day 1 to 3),0.00%
2017,Service,Perdiem - SCBU  - Daily Rate  (Day 9 and more),0.00%
2017,Service,Perdiem - SCBU  - Daily Rate (Day 4 to 8),0.00%
2017,Service,Perdiem - SCBU  - Daily Rate (Day 1 to 3),0.00%
2017,Service,Perdiem - PICU - Daily Rate  (Day 22 and more),0.02%
2017,Service,Perdiem - PICU - Daily Rate (Day 15 to 21),0.00%
2017,Service,Perdiem - PICU - Daily Rate (Day 8 to 14),0.00%
2017,Service,Perdiem - PICU - Daily Rate (Day 1 to 7),0.00%
2017,Service,Perdiem - NICU - Daily Rate (Day 22 and more),0.01%
2017,Service,Perdiem - NICU - Daily Rate (Day 15 to 21),0.01%
2017,Service,Perdiem - NICU - Daily Rate (Day 8 to 14),0.01%
2017,Service,Perdiem - NICU - Daily Rate (Day 1 to 7),0.03%
2017,Service,Perdiem - New-born Nursery  -  Daily Rate (Day 9 and more),0.00%
2017,Service,Perdiem - New-born Nursery  -  Daily Rate (Day 4 to 8),0.00%
2017,Service,Perdiem - New-born Nursery  -  Daily Rate (Day 1 to 3),0.00%
2017,Service,Perdiem - Long Term Stay - Daily Rate - Simple Cases,0.38%
2017,Service,Perdiem - Long Term Stay - Daily Rate - Severe Cases,2.51%
2017,Service,Perdiem - Long Term Stay - Daily Rate - Intermediate Cases,0.44%
2017,Service,Perdiem - Long Term Stay - Daily Rate - Intensive Cases,0.07%
2017,Service,Perdiem - ICU/CCU - Daily Rate (Day 22 and more),0.01%
2017,Service,Perdiem - ICU/CCU - Daily Rate (Day 15 to 21),0.00%
2017,Service,Perdiem - ICU/CCU - Daily Rate (Day 8 to 14),0.01%
2017,Service,Perdiem - ICU/CCU - Daily Rate (Day 1 to 7),0.04%
2017,Service,Perdiem - Haemodialysis  (HD),1.44%
2017,Service,Perdiem - Day Stay (Day care) Surgical Case - Inclusive.,0.75%
2017,Service,Perdiem - Day Stay (Day care) Medical Case - Inclusive.,0.05%
2017,Service,Perdiem - Continuous  Ambulatory Peritoneal Dialysis (CAPD).,0.00%
2017,Service,Perdiem - Companion Accommodation,0.00%
2017,Service,Perdiem - Automated Peritoneal Dialysis (APD).,0.02%
2017,Service,Per Diem- Bundled Base Payment of home care  (Level 4- Complex )                                                                                                                     *-A bundled payment that includes all medical services and transportation,0.13%
2017,Service,Per Diem-  Bundled Base Payment of home care  (Level 3- Intensive)                                                                                                                              * -A bundled payment that includes all medical services and tra,1.30%
2017,Service,Per Diem- Bundled Base Payment of home care  (Level 2- Intermediate )                                                                                                           * -A bundled payment that includes all medical services and transportation - Su,2.63%
2017,Service,Per Diem- Bundled Base Payment of home care (Level 1- SIMPLE )                                                                                                                    * -A bundled payment that includes all medical services and transportation -,0.44%
2017,Service,Paediatric intensive care Unit (PICU),0.00%
2017,Service,Outlier Payment,0.69%
2017,Service,Operating Room Services - Minor Surgery,0.00%
2017,Service,Operating Room Services - General Classification,0.00%
2017,Service,Operating Room Services - First Hour,0.00%
2017,Service,Operating Room Services - Every Additional 1/2 hr.,0.00%
2017,Service,Nursery - General Classification,0.00%
2017,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: more than 48 sq inches / 300 sq centimeters.",0.00%
2017,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: between 16 sq inches / 100 sq centimeters  and 48 sq inches / 300 sq centimeters .",0.00%
2017,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: 16 sq inches / 100 sq centimeters or less.",0.02%
2017,Service,Neonatal Intensive Care Unit (NICU),0.00%
2017,Service,Intensive Care Unit (ICU),0.00%
2017,Service,Emergency Room - Hourly Rate,0.00%
2017,Service,DRG Add-on Payment for High Cost Consumables,0.20%
2017,Service,Delivery Room,0.00%
2017,Service,Day Stay (Day care) Room - Daily Rate,0.00%
2017,Service,Coronary Care Unit (CCU),0.00%
2017,Service,Consultation - Specialist,0.00%
2017,Service,"Comprehensive screening evaluation and management by clinician of an individual, including an age and gender appropriate history, questionnaire filling, examination, and ordering of laboratory/diagnostic procedures, new or established patient; 30-40 minut",0.07%
2017,Service,"Comprehensive screening by a non-physician clinician of an individual, including vital signs, an age and gender appropriate history, coordination for ordering of laboratory/diagnostic procedures and questionnaire filling, new or established patient; 30-40",0.00%
2017,Service,Catheterization Lab,0.00%
2018,CPT,Urinary System,0.29%
2018,CPT,Respiratory System,0.54%
2018,CPT,Radiology,2.39%
2018,CPT,Radiologic Guidance,0.00%
2018,CPT,Radiation Oncology,0.23%
2018,CPT,Pathology & Laboratory,17.88%
2018,CPT,Operating Microscope,0.00%
2018,CPT,Nuclear Medicine,0.24%
2018,CPT,Nervous System,0.07%
2018,CPT,N/A,0.01%
2018,CPT,Musculoskeletal,0.51%
2018,CPT,Mediastinum & Diaphragm,0.00%
2018,CPT,Maternity Care & Delivery,0.10%
2018,CPT,Male Genital System,0.10%
2018,CPT,Integumentary,0.57%
2018,CPT,Hemic & Lymphatic Systems,0.01%
2018,CPT,General,0.01%
2018,CPT,Female Genital System,0.19%
2018,CPT,Eye & Ocular Adnexa,0.82%
2018,CPT,Evaluation & Management,12.32%
2018,CPT,Endocrine System,0.00%
2018,CPT,Digestive System,0.56%
2018,CPT,Diagnostic Ultrasound,2.64%
2018,CPT,Cardiovascular System,0.16%
2018,CPT,Breast Mammography,0.06%
2018,CPT,Bone/Joint Studies,0.04%
2018,CPT,Auditory System,0.14%
2018,CPT,Anesthesia,0.00%
2018,Dental,Unclassified Treatments,0.01%
2018,Dental,Test/Analysis/Laboratory Procedures/Interpretation And/Or Reports,0.00%
2018,Dental,"Temporomandibular Joint Dysfunctions, Treatment Of",0.00%
2018,Dental,"Template, Surgical (Includes Diagnostic Wax-Up.  Also Used To Locate And Orient Osseo-Integrated Implants)",0.00%
2018,Dental,Surgical Incisions,0.00%
2018,Dental,"Surgical Excisions (Not In Conjunction With Tooth Removal, Including Biopsy)",0.01%
2018,Dental,"Space Maintainers
(Includes The Design, Separation, Fabrication, Insertion And Where Applicable Initial Cementation And Removal)",0.01%
2018,Dental,"Root Canal Therapy
To Include: Treatment Plan, Clinical Procedures (I.E. Pulpectomy, Biomechanical Preparation, Chemotherapeutic Treatment And Obturation), With Appropriate Radiographs And Excluding Final Restoration.",0.37%
2018,Dental,"Restorative Services, Other",0.01%
2018,Dental,"Restorative Procedures, Overdentures",0.00%
2018,Dental,"Restorations, Tooth Coloured/Plastic With/Without Silver Filings",1.16%
2018,Dental,"Restorations, Pre-Fabricated, Full Coverage",0.08%
2018,Dental,"Restorations, Inlays, Onlays, Pins And Posts",0.17%
2018,Dental,"Restorations, Amalgam",0.00%
2018,Dental,Restoration,0.08%
2018,Dental,Repairs,0.00%
2018,Dental,"Removals, (Extractions), Surgical",0.11%
2018,Dental,"Removals, (Extractions), Erupted Teeth",0.16%
2018,Dental,"Remodelling And Recontouring Oral Tissues In Preparation For Removable Prostheses (To Include Codes 73110, 73120, 73140, 73150, 73160, 73170, 73180)",0.00%
2018,Dental,"Recontouring Of Retainer/Pontics,
(Of Existing Bridgework)",0.00%
2018,Dental,"Radiographs, Specialty Use Only",0.00%
2018,Dental,Radiographs (Including Radiographic Examination And Diagnosis And Interpretation),0.29%
2018,Dental,"Pulp Chamber, Treatment Of, (Excluding Final Restoration)",0.11%
2018,Dental,Professional Services,0.63%
2018,Dental,Primary Dentition,0.00%
2018,Dental,"Preventive Services, Other",0.06%
2018,Dental,"Pontics, Bridge",0.17%
2018,Dental,Polishing,0.27%
2018,Dental,Permanent Dentition,0.48%
2018,Dental,"Periodontal Services, Surgical (Includes Local Anaesthetic, Suturing And The Placement And Removal Of Initial Surgical Dressing. A Surgical Site Is An Area That Lends Itself To One Or More Procedures. It Is Considered To Include A Full Quadrant, Sextant O",0.25%
2018,Dental,"Periodontal Services, Non Surgical",0.00%
2018,Dental,"Periodontal Services, Miscellaneous",0.01%
2018,Dental,"Periodontal Procedures, Adjunctive (When Per Joint Is Designated, The Corresponding Tooth Code Is Represented By The Mesial Of The Tooth Involved, Except At The Midline, Where The Tooth To The Right Of The Joint Is Utilized.)",0.02%
2018,Dental,Periapical Services,0.00%
2018,Dental,"Orthodontic Services, Miscellaneous",0.01%
2018,Dental,"Oral Surgery Procedures, Other",0.74%
2018,Dental,Mixed Dentition,0.01%
2018,Dental,"Mesostructures
(A Separate Component Positioned Between The Head Of An Implant And The Final Restoration, Retained By Either A Cemented Post Or Screw)",0.18%
2018,Dental,"Maxillofacial Deformities, Treatment Of",0.00%
2018,Dental,Master Cast Techniques,0.00%
2018,Dental,"Laboratory And Expense Procedures (This Code Is Used In Conjunction With The ""+ L"" And ""+ E"" Designation Following Specific Codes In The Guide. The Addition Of These Codes Are To Facilitate Computer Or Manual Input For Third Party Claims Processing, Perso",0.00%
2018,Dental,"Frequent Preventative Services Billed On A Time Unit Basis. Services Covered Under This Code Are: Polishing, Scaling, Root Planing, Nutritional Counselling, Oral Hygiene Instruction/Plaque Control And Application Of An Antimicrobial Agent
***Provinces Usi",0.00%
2018,Dental,"Fractures, Treatment Of",0.00%
2018,Dental,"Fixed Prosthetics, Other Services",0.04%
2018,Dental,Fixed Bridge Retainers,0.27%
2018,Dental,"Examination And Diagnosis, Clinical Oral",0.42%
2018,Dental,"Endodontic, Procedures, Miscellaneous",0.02%
2018,Dental,"Drugs/Medication, Dispensing",0.00%
2018,Dental,"Dentures, Replication, Relining And Rebasing",0.00%
2018,Dental,"Dentures, Repairs/Additions",0.00%
2018,Dental,"Dentures, Partial, Cast With Acrylic Base",0.00%
2018,Dental,"Dentures, Partial, Acrylic",0.02%
2018,Dental,"Dentures, Complete (Includes: Impressions, Initial And Final Jaw Relation Records, Try-In Evaluation And Check Records, Insertion And Adjustments, Including Three Months Post Insertion Care.)",0.01%
2018,Dental,"Dentures, Adjustments
(After Three Months Insertion Or By Other Than The Dentist Providing Prosthesis.)",0.00%
2018,Dental,"Crowns, Single Units
(Only)",1.01%
2018,Dental,Case Presentation/ Treatment Planning,0.00%
2018,Dental,Bleaching Vital,0.05%
2018,Dental,"Appliances, Retention, Orthodontic Retaining Appliances",0.10%
2018,Dental,"Appliances, Active, For Tooth Guidance Or Minor Tooth Movement",0.04%
2018,Dental,Appliances,0.01%
