,Year,Activity_Type,Activity_Type_Chapter,Percentage_Value_per_Year
1208,2016,DRG,Diseases & Disorders Of The Hepatobiliary System & Pancreas,0.49
1209,2016,DRG,Diseases & Disorders Of The Female Reproductive System,0.66
1210,2016,DRG,Diseases & Disorders Of The Eye,0.04
1211,2016,DRG,"Diseases & Disorders Of The Endocrine, Nutritional & Metabolic Systems",0.38
1212,2016,DRG,"Diseases & Disorders Of The Ear, Nose, Mouth & Throat",0.6
1213,2016,DRG,Diseases & Disorders Of The Digestive System,1.56
1214,2016,DRG,Diseases & Disorders Of The Circulatory System,2.45
1215,2016,DRG,"Diseases & Disorders Of Blood, Blood Forming Organs, Immunological System",0.25
1216,2016,DRG,Childbirth,2.34
1217,2016,DRG,Alcohol/Drug Abuse & Dependence,0.03
1218,2016,Drug,Various,0.12
1219,2016,Drug,"Systemic hormonal preparations, excluding sex hormones and insulins",0.27
1220,2016,Drug,Sensory organs,0.2
1221,2016,Drug,Respiratory system,1.05
1222,2016,Drug,Nervous system,0.54
1223,2016,Drug,,6.9
1224,2016,Drug,Musculo-skeletal system,0.49
1225,2016,Drug,Genito-urinary system and sex hormones,0.41
1226,2016,Drug,Dermatologicals,0.38
1227,2016,Drug,Cardiovascular system,1.71
1228,2016,Drug,Blood and blood forming organs,0.83
1229,2016,Drug,"Antiparasitic products, insecticides and repellents",0.03
1230,2016,Drug,Antineoplastic and immunomodulating agents,1.52
1231,2016,Drug,Antiinfectives for systemic use,1.29
1232,2016,Drug,Alimentary tract and metabolism,2.57
1233,2016,HCPCS,Vision Services,0.03
1234,2016,HCPCS,Transport Services Including Ambulance,1.63
1235,2016,HCPCS,Temporary Procedures/Professional Services,0.0
1236,2016,HCPCS,Temporary National Codes Established Medicaid,0.08
1237,2016,HCPCS,Temporary National Codes Established by Private Payers,0.02
1238,2016,HCPCS,Temporary Codes assigned to DME Regional Carriers,0.02
1239,2016,HCPCS,Temporary Codes Assigned by CMS,0.02
1240,2016,HCPCS,"Respiratory Durable Medical Equipment, Inexpensive and Routinely Purchased",0.02
1241,2016,HCPCS,Prosthetics,0.06
1242,2016,HCPCS,Other Medical Services,0.0
1243,2016,HCPCS,Orthotics,0.25
1244,2016,HCPCS,Medical and Surgical Supplies,0.87
1245,2016,HCPCS,Laboratory Services,0.0
1246,2016,HCPCS,Hearing Services,0.23
1247,2016,HCPCS,Gradient Compression Stockings,0.0
1248,2016,HCPCS,Enteral and Parenteral Therapy,0.19
1249,2016,HCPCS,Durable Medical Equipment,0.38
1250,2016,HCPCS,Drugs Other Than Chemotherapy,0.0
1251,2016,HCPCS,CMS Hospital Outpatient Payment System,0.28
1252,2016,HCPCS,Chemotherapy Drugs,0.0
1253,2016,HCPCS,Behavioural Health and/or Substance Abuse Treatment Services,0.0
1254,2016,HCPCS,"Administrative, Miscellaneous and Investigational",0.09
1255,2016,HCPCS,0,0.0
1256,2016,,,0.0
1257,2016,Service,Tele-consultation resulting in Self Care,0.0
1258,2016,Service,Tele-consultation resulting in Referral,0.0
1259,2016,Service,Tele-consultation resulting in Emergency Management,0.0
1260,2016,Service,Special Care Unit (SCU) or Adult Special-Care Unit (ASCU),0.0
1261,2016,Service,Special Care Baby Unit (SCBU),0.0
1262,2016,Service,Short Stay Room - Hourly Rate,0.0
1263,2016,Service,Short Stay  Room - Daily Rate,0.0
1264,2016,Service,Room Rate difference - Daily Rate  (Day 1 and more ) - VIP Room,0.0
1265,2016,Service,Room Rate difference - Daily Rate  (Day 1 and more ) - Suite,0.0
1266,2016,Service,Room Rate difference - Daily Rate  (Day 1 and more  ) - Isolation Room,0.0
1267,2016,Service,Room Rate difference - Daily Rate   (Day 1 and more  ) - First Class Room,0.01
1268,2016,Service,Room and Board: Ward,0.0
1269,2016,Service,Room and Board:  VIP Room,0.0
1270,2016,Service,Room and Board:  Suite,0.02
1271,2016,Service,Room and Board: Shared Room,0.0
1272,2016,Service,Room and Board: Royal Suite,0.0
1273,2016,Service,Room and Board: Isolation Room,0.0
1274,2016,Service,Room and Board: First Class Room,0.0
1275,2016,Service,Recovery Room  - Hourly Rate,0.0
1276,2016,Service,Perdiem  - Ward or Shared Room - Daily Rate  (Day 8 and more),0.02
1277,2016,Service,Perdiem  - Ward or Shared Room - Daily Rate (Day 4 to 8),0.01
1278,2016,Service,Perdiem  - Ward or Shared Room - Daily Rate (Day 1 to 3),0.03
1279,2016,Service,Perdiem - Short Stay,0.41
1280,2016,Service,Perdiem - SCU - Daily Rate (Day 9 and more),0.0
1281,2016,Service,Perdiem - SCU - Daily Rate (Day 4 to 8),0.0
1282,2016,Service,Perdiem - SCU - Daily Rate (Day 1 to 3),0.0
1283,2016,Service,Perdiem - SCBU  - Daily Rate  (Day 9 and more),0.02
1284,2016,Service,Perdiem - SCBU  - Daily Rate (Day 4 to 8),0.0
1285,2016,Service,Perdiem - SCBU  - Daily Rate (Day 1 to 3),0.0
1286,2016,Service,Perdiem - PICU - Daily Rate  (Day 22 and more),0.03
1287,2016,Service,Perdiem - PICU - Daily Rate (Day 15 to 21),0.0
1288,2016,Service,Perdiem - PICU - Daily Rate (Day 8 to 14),0.0
1289,2016,Service,Perdiem - PICU - Daily Rate (Day 1 to 7),0.0
1290,2016,Service,Perdiem - NICU - Daily Rate (Day 22 and more),0.02
1291,2016,Service,Perdiem - NICU - Daily Rate (Day 15 to 21),0.01
1292,2016,Service,Perdiem - NICU - Daily Rate (Day 8 to 14),0.02
1293,2016,Service,Perdiem - NICU - Daily Rate (Day 1 to 7),0.03
1294,2016,Service,Perdiem - New-born Nursery  -  Daily Rate (Day 9 and more),0.0
1295,2016,Service,Perdiem - New-born Nursery  -  Daily Rate (Day 4 to 8),0.0
1296,2016,Service,Perdiem - New-born Nursery  -  Daily Rate (Day 1 to 3),0.0
1297,2016,Service,Perdiem - Medical Escort accommodation  - Daily Rate,0.0
1298,2016,Service,Perdiem - Long Term Stay - Daily Rate - Simple Cases,0.21
1299,2016,Service,Perdiem - Long Term Stay - Daily Rate - Severe Cases,1.96
1300,2016,Service,Perdiem - Long Term Stay - Daily Rate - Intermediate Cases,0.24
1301,2016,Service,Perdiem - Long Term Stay - Daily Rate - Intensive Cases,0.05
1302,2016,Service,Perdiem - ICU/CCU - Daily Rate (Day 22 and more),0.01
1303,2016,Service,Perdiem - ICU/CCU - Daily Rate (Day 15 to 21),0.0
1304,2016,Service,Perdiem - ICU/CCU - Daily Rate (Day 8 to 14),0.01
1305,2016,Service,Perdiem - ICU/CCU - Daily Rate (Day 1 to 7),0.04
1306,2016,Service,Perdiem - Haemodialysis  (HD),1.41
1307,2016,Service,Perdiem - Day Stay (Day care) Surgical Case - Inclusive.,0.74
1308,2016,Service,Perdiem - Day Stay (Day care) Medical Case - Inclusive.,0.06
1309,2016,Service,Perdiem - Continuous  Ambulatory Peritoneal Dialysis (CAPD).,0.0
1310,2016,Service,Perdiem - Companion Accommodation,0.0
1311,2016,Service,Perdiem - Automated Peritoneal Dialysis (APD).,0.01
1312,2016,Service,Per Diem- Bundled Base Payment of home care  (Level 4- Complex )                                                                                                                     *-A bundled payment that includes all medical services and transportation,0.04
1313,2016,Service,Per Diem-  Bundled Base Payment of home care  (Level 3- Intensive)                                                                                                                              * -A bundled payment that includes all medical services and tra,0.52
1314,2016,Service,Per Diem- Bundled Base Payment of home care  (Level 2- Intermediate )                                                                                                           * -A bundled payment that includes all medical services and transportation - Su,0.95
1315,2016,Service,Per Diem- Bundled Base Payment of home care (Level 1- SIMPLE )                                                                                                                    * -A bundled payment that includes all medical services and transportation -,0.14
1316,2016,Service,Paediatric intensive care Unit (PICU),0.0
1317,2016,Service,Outlier Payment,0.76
1318,2016,Service,Operating Room Services - Minor Surgery,0.0
1319,2016,Service,Operating Room Services - General Classification,0.0
1320,2016,Service,Operating Room Services - First Hour,0.0
1321,2016,Service,Operating Room Services - Every Additional 1/2 hr.,0.0
1322,2016,Service,Nursery - General Classification,0.0
1323,2016,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: more than 48 sq inches / 300 sq centimeters.",0.0
1324,2016,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: between 16 sq inches / 100 sq centimeters  and 48 sq inches / 300 sq centimeters .",0.0
1325,2016,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: 16 sq inches / 100 sq centimeters or less.",0.03
1326,2016,Service,Neonatal Intensive Care Unit (NICU),0.0
1327,2016,Service,Intensive Care Unit (ICU),0.0
1328,2016,Service,Emergency Room - Hourly Rate,0.0
1329,2016,Service,DRG Add-on Payment for High Cost Consumables,0.17
1330,2016,Service,Delivery Room,0.0
1331,2016,Service,Day Stay (Day care) Room - Daily Rate,0.0
1332,2016,Service,Coronary Care Unit (CCU),0.0
1333,2016,Service,"Comprehensive screening evaluation and management by clinician of an individual, including an age and gender appropriate history, questionnaire filling, examination, and ordering of laboratory/diagnostic procedures, new or established patient; 30-40 minut",0.06
1334,2016,Service,"Comprehensive screening by a non-physician clinician of an individual, including vital signs, an age and gender appropriate history, coordination for ordering of laboratory/diagnostic procedures and questionnaire filling, new or established patient; 30-40",0.0
1335,2016,Service,Catheterization Lab,0.0
1336,2017,CPT,Urinary System,0.33
1337,2017,CPT,Respiratory System,0.56
1338,2017,CPT,Radiology,2.47
1339,2017,CPT,Radiologic Guidance,0.0
1340,2017,CPT,Radiation Oncology,0.22
1341,2017,CPT,Pathology & Laboratory,17.93
1342,2017,CPT,Operating Microscope,0.0
1343,2017,CPT,Nuclear Medicine,0.28
1344,2017,CPT,Nervous System,0.06
1345,2017,CPT,,0.03
1346,2017,CPT,Musculoskeletal,0.54
1347,2017,CPT,Mediastinum & Diaphragm,0.0
1348,2017,CPT,Maternity Care & Delivery,0.11
1349,2017,CPT,Male Genital System,0.1
1350,2017,CPT,Integumentary,0.57
1351,2017,CPT,Hemic & Lymphatic Systems,0.01
1352,2017,CPT,General,0.01
1353,2017,CPT,Female Genital System,0.17
1354,2017,CPT,Eye & Ocular Adnexa,0.8
1355,2017,CPT,Evaluation & Management,12.94
1356,2017,CPT,Endocrine System,0.0
1357,2017,CPT,Digestive System,0.61
1358,2017,CPT,Diagnostic Ultrasound,2.68
1359,2017,CPT,Cardiovascular System,0.15
1360,2017,CPT,Breast Mammography,0.06
1361,2017,CPT,Bone/Joint Studies,0.04
1362,2017,CPT,Auditory System,0.14
1363,2017,CPT,Anesthesia,0.0
1364,2017,Dental,Unclassified Treatments,0.01
1365,2017,Dental,Test/Analysis/Laboratory Procedures/Interpretation And/Or Reports,0.0
1366,2017,Dental,"Temporomandibular Joint Dysfunctions, Treatment Of",0.0
1367,2017,Dental,"Template, Surgical (Includes Diagnostic Wax-Up.  Also Used To Locate And Orient Osseo-Integrated Implants)",0.0
1368,2017,Dental,Surgical Incisions,0.01
1369,2017,Dental,"Surgical Excisions (Not In Conjunction With Tooth Removal, Including Biopsy)",0.01
1370,2017,Dental,"Space Maintainers
(Includes The Design, Separation, Fabrication, Insertion And Where Applicable Initial Cementation And Removal)",0.01
1371,2017,Dental,"Root Canal Therapy
To Include: Treatment Plan, Clinical Procedures (I.E. Pulpectomy, Biomechanical Preparation, Chemotherapeutic Treatment And Obturation), With Appropriate Radiographs And Excluding Final Restoration.",0.43
1372,2017,Dental,"Restorative Services, Other",0.01
1373,2017,Dental,"Restorative Procedures, Overdentures",0.0
1374,2017,Dental,"Restorations, Tooth Coloured/Plastic With/Without Silver Filings",1.3
1375,2017,Dental,"Restorations, Pre-Fabricated, Full Coverage",0.08
1376,2017,Dental,"Restorations, Inlays, Onlays, Pins And Posts",0.28
1377,2017,Dental,"Restorations, Foil, Gold",0.0
1378,2017,Dental,"Restorations, Amalgam",0.0
1379,2017,Dental,Restoration,0.09
1380,2017,Dental,Repairs,0.0
1381,2017,Dental,"Removals, (Extractions), Surgical",0.14
1382,2017,Dental,"Removals, (Extractions), Erupted Teeth",0.19
1383,2017,Dental,"Remodelling And Recontouring Oral Tissues In Preparation For Removable Prostheses (To Include Codes 73110, 73120, 73140, 73150, 73160, 73170, 73180)",0.0
1384,2017,Dental,"Recontouring Of Retainer/Pontics,
(Of Existing Bridgework)",0.0
1385,2017,Dental,"Radiographs, Specialty Use Only",0.0
1386,2017,Dental,Radiographs (Including Radiographic Examination And Diagnosis And Interpretation),0.31
1387,2017,Dental,"Pulp Chamber, Treatment Of, (Excluding Final Restoration)",0.13
1388,2017,Dental,"Prosthondics, Removable, Fabricated In Conjunction With A Denturist",0.0
1389,2017,Dental,Professional Services,0.57
1390,2017,Dental,Primary Dentition,0.0
1391,2017,Dental,"Preventive Services, Other",0.06
1392,2017,Dental,"Pontics, Bridge",0.21
1393,2017,Dental,Polishing,0.31
1394,2017,Dental,Permanent Dentition,0.58
1395,2017,Dental,"Periodontal Services, Surgical (Includes Local Anaesthetic, Suturing And The Placement And Removal Of Initial Surgical Dressing. A Surgical Site Is An Area That Lends Itself To One Or More Procedures. It Is Considered To Include A Full Quadrant, Sextant O",0.26
1396,2017,Dental,"Periodontal Services, Non Surgical",0.0
1397,2017,Dental,"Periodontal Services, Miscellaneous",0.01
1398,2017,Dental,"Periodontal Procedures, Adjunctive (When Per Joint Is Designated, The Corresponding Tooth Code Is Represented By The Mesial Of The Tooth Involved, Except At The Midline, Where The Tooth To The Right Of The Joint Is Utilized.)",0.02
1399,2017,Dental,Periapical Services,0.0
1400,2017,Dental,"Orthodontic Services, Miscellaneous",0.01
1401,2017,Dental,"Oral Surgery Procedures, Other",0.79
1402,2017,Dental,Mixed Dentition,0.01
1403,2017,Dental,"Mesostructures
(A Separate Component Positioned Between The Head Of An Implant And The Final Restoration, Retained By Either A Cemented Post Or Screw)",0.14
1404,2017,Dental,"Maxillofacial Deformities, Treatment Of",0.0
1405,2017,Dental,Master Cast Techniques,0.0
1406,2017,Dental,"Laboratory And Expense Procedures (This Code Is Used In Conjunction With The ""+ L"" And ""+ E"" Designation Following Specific Codes In The Guide. The Addition Of These Codes Are To Facilitate Computer Or Manual Input For Third Party Claims Processing, Perso",0.0
1407,2017,Dental,"Fractures, Treatment Of",0.0
1408,2017,Dental,"Fixed Prosthetics, Other Services",0.03
1409,2017,Dental,Fixed Bridge Retainers,0.32
1410,2017,Dental,"Examination And Diagnosis, Clinical Oral",0.5
1411,2017,Dental,"Endodontic, Procedures, Miscellaneous",0.02
1412,2017,Dental,"Drugs/Medication, Dispensing",0.0
1413,2017,Dental,"Dentures, Replication, Relining And Rebasing",0.0
1414,2017,Dental,"Dentures, Repairs/Additions",0.0
1415,2017,Dental,"Dentures, Partial, Cast With Acrylic Base",0.0
1416,2017,Dental,"Dentures, Partial, Acrylic",0.03
1417,2017,Dental,"Dentures, Partial  (Fabricated In Conjunction With A Denturist)",0.0
1418,2017,Dental,"Dentures, Complete (Includes: Impressions, Initial And Final Jaw Relation Records, Try-In Evaluation And Check Records, Insertion And Adjustments, Including Three Months Post Insertion Care.)",0.01
1419,2017,Dental,"Dentures, Adjustments
(After Three Months Insertion Or By Other Than The Dentist Providing Prosthesis.)",0.0
1420,2017,Dental,"Crowns, Single Units
(Only)",1.35
1421,2017,Dental,Bleaching Vital,0.04
1422,2017,Dental,"Appliances, Retention, Orthodontic Retaining Appliances",0.12
1423,2017,Dental,"Appliances, Active, For Tooth Guidance Or Minor Tooth Movement",0.04
1424,2017,Dental,Appliances,0.01
1425,2017,Dental,"Anatomic Modifications (Reshaping, Recontouring, Or Occlusal Modifications Of A Natural Tooth Or Teeth, Single Or Multiple Restorations, Or The Inter-Articulation Of The Teeth)",0.01
1426,2017,Dental,Anaesthesia,0.03
1427,2017,DRG,Newborns & Other Neonates,2.41
1428,2017,DRG,,0.01
1429,2017,DRG,Mental Diseases & Disorders,0.14
1430,2017,DRG,Medical Ambulatory Visits,0.0
1431,2017,DRG,"Injuries, Poisonings & Toxic Effects Of Drugs",0.08
1432,2017,DRG,Infectious & Parasitic Diseases Of Systemic Or Unspecified Sites,0.53
1433,2017,DRG,Factors Influencing Health Status & Other Contacts With Health Services,0.05
1434,2017,DRG,Diseases & Disorders Of The Urinary Tract,0.56
1435,2017,DRG,"Diseases & Disorders Of The Skin, Subcutaneous Tissue & Breast",0.33
1436,2017,DRG,Diseases & Disorders Of The Respiratory System,3.11
1437,2017,DRG,Diseases & Disorders Of The Nervous System,0.78
1438,2017,DRG,Diseases & Disorders Of The Myeloproliferative System & Poorly Differentiated Neoplasms,0.27
1439,2017,DRG,Diseases & Disorders Of The Musculoskeletal System & Connective Tissue,1.29
1440,2017,DRG,Diseases & Disorders Of The Male Reproductive System,0.09
1441,2017,DRG,Diseases & Disorders Of The Hepatobiliary System & Pancreas,0.47
1442,2017,DRG,Diseases & Disorders Of The Female Reproductive System,0.63
1443,2017,DRG,Diseases & Disorders Of The Eye,0.03
1444,2017,DRG,"Diseases & Disorders Of The Endocrine, Nutritional & Metabolic Systems",0.35
1445,2017,DRG,"Diseases & Disorders Of The Ear, Nose, Mouth & Throat",0.69
1446,2017,DRG,Diseases & Disorders Of The Digestive System,1.59
1447,2017,DRG,Diseases & Disorders Of The Circulatory System,2.38
1448,2017,DRG,"Diseases & Disorders Of Blood, Blood Forming Organs, Immunological System",0.21
1449,2017,DRG,Childbirth,2.13
1450,2017,DRG,Alcohol/Drug Abuse & Dependence,0.03
1451,2017,Drug,Various,0.06
1452,2017,Drug,"Systemic hormonal preparations, excluding sex hormones and insulins",0.29
1453,2017,Drug,Sensory organs,0.19
1454,2017,Drug,Respiratory system,0.91
1455,2017,Drug,Nervous system,0.49
1456,2017,Drug,,7.79
1457,2017,Drug,Musculo-skeletal system,0.43
1458,2017,Drug,Genito-urinary system and sex hormones,0.43
1459,2017,Drug,Dermatologicals,0.4
1460,2017,Drug,Cardiovascular system,1.4
1461,2017,Drug,Blood and blood forming organs,0.67
1462,2017,Drug,"Antiparasitic products, insecticides and repellents",0.03
1463,2017,Drug,Antineoplastic and immunomodulating agents,1.32
1464,2017,Drug,Antiinfectives for systemic use,1.1
1465,2017,Drug,Alimentary tract and metabolism,2.2
1466,2017,HCPCS,Vision Services,0.03
1467,2017,HCPCS,Transport Services Including Ambulance,0.13
1468,2017,HCPCS,Temporary Procedures/Professional Services,0.0
1469,2017,HCPCS,Temporary National Codes Established Medicaid,0.09
1470,2017,HCPCS,Temporary National Codes Established by Private Payers,0.02
1471,2017,HCPCS,Temporary Codes assigned to DME Regional Carriers,0.01
1472,2017,HCPCS,Temporary Codes Assigned by CMS,0.02
1473,2017,HCPCS,"Respiratory Durable Medical Equipment, Inexpensive and Routinely Purchased",0.03
1474,2017,HCPCS,Prosthetics,0.08
1475,2017,HCPCS,Orthotics,0.24
1476,2017,HCPCS,Medical and Surgical Supplies,0.9
1477,2017,HCPCS,Laboratory Services,0.0
1478,2017,HCPCS,Helmets,0.0
1479,2017,HCPCS,Hearing Services,0.31
1480,2017,HCPCS,Gradient Compression Stockings,0.01
1481,2017,HCPCS,Enteral and Parenteral Therapy,0.21
1482,2017,HCPCS,Durable Medical Equipment,0.41
1483,2017,HCPCS,Drugs Other Than Chemotherapy,0.0
1484,2017,HCPCS,CMS Hospital Outpatient Payment System,0.27
1485,2017,HCPCS,Chemotherapy Drugs,0.0
1486,2017,HCPCS,Behavioural Health and/or Substance Abuse Treatment Services,0.0
1487,2017,HCPCS,"Administrative, Miscellaneous and Investigational",0.14
1488,2017,,,0.0
1489,2017,Service,Tele-consultation resulting in Self Care,0.0
1490,2017,Service,Tele-consultation resulting in Referral,0.0
1491,2017,Service,Tele-consultation resulting in Emergency Management,0.0
1492,2017,Service,Special Care Unit (SCU) or Adult Special-Care Unit (ASCU),0.0
1493,2017,Service,Special Care Baby Unit (SCBU),0.0
1494,2017,Service,Short Stay Room - Hourly Rate,0.0
1495,2017,Service,Short Stay  Room - Daily Rate,0.0
1496,2017,Service,Room Rate difference - Daily Rate  (Day 1 and more ) - VIP Room,0.0
1497,2017,Service,Room Rate difference - Daily Rate  (Day 1 and more ) - Suite,0.0
1498,2017,Service,Room Rate difference - Daily Rate  (Day 1 and more  ) - Isolation Room,0.0
1499,2017,Service,Room Rate difference - Daily Rate   (Day 1 and more  ) - First Class Room,0.01
1500,2017,Service,Room and Board: Ward,0.0
1501,2017,Service,Room and Board:  VIP Room,0.01
1502,2017,Service,Room and Board:  Suite,0.03
1503,2017,Service,Room and Board: Shared Room,0.0
1504,2017,Service,Room and Board: Royal Suite,0.0
1505,2017,Service,Room and Board: Isolation Room,0.0
1506,2017,Service,Room and Board: First Class Room,0.0
1507,2017,Service,Recovery Room  - Hourly Rate,0.0
1508,2017,Service,Perdiem  - Ward or Shared Room - Daily Rate  (Day 8 and more),0.02
1509,2017,Service,Perdiem  - Ward or Shared Room - Daily Rate (Day 4 to 8),0.01
1510,2017,Service,Perdiem  - Ward or Shared Room - Daily Rate (Day 1 to 3),0.03
1511,2017,Service,Perdiem - Short Stay,0.42
1512,2017,Service,Perdiem - SCU - Daily Rate (Day 9 and more),0.0
1513,2017,Service,Perdiem - SCU - Daily Rate (Day 4 to 8),0.0
1514,2017,Service,Perdiem - SCU - Daily Rate (Day 1 to 3),0.0
1515,2017,Service,Perdiem - SCBU  - Daily Rate  (Day 9 and more),0.0
1516,2017,Service,Perdiem - SCBU  - Daily Rate (Day 4 to 8),0.0
1517,2017,Service,Perdiem - SCBU  - Daily Rate (Day 1 to 3),0.0
1518,2017,Service,Perdiem - PICU - Daily Rate  (Day 22 and more),0.02
1519,2017,Service,Perdiem - PICU - Daily Rate (Day 15 to 21),0.0
1520,2017,Service,Perdiem - PICU - Daily Rate (Day 8 to 14),0.0
1521,2017,Service,Perdiem - PICU - Daily Rate (Day 1 to 7),0.0
1522,2017,Service,Perdiem - NICU - Daily Rate (Day 22 and more),0.01
1523,2017,Service,Perdiem - NICU - Daily Rate (Day 15 to 21),0.01
1524,2017,Service,Perdiem - NICU - Daily Rate (Day 8 to 14),0.01
1525,2017,Service,Perdiem - NICU - Daily Rate (Day 1 to 7),0.03
1526,2017,Service,Perdiem - New-born Nursery  -  Daily Rate (Day 9 and more),0.0
1527,2017,Service,Perdiem - New-born Nursery  -  Daily Rate (Day 4 to 8),0.0
1528,2017,Service,Perdiem - New-born Nursery  -  Daily Rate (Day 1 to 3),0.0
1529,2017,Service,Perdiem - Long Term Stay - Daily Rate - Simple Cases,0.38
1530,2017,Service,Perdiem - Long Term Stay - Daily Rate - Severe Cases,2.51
1531,2017,Service,Perdiem - Long Term Stay - Daily Rate - Intermediate Cases,0.44
1532,2017,Service,Perdiem - Long Term Stay - Daily Rate - Intensive Cases,0.07
1533,2017,Service,Perdiem - ICU/CCU - Daily Rate (Day 22 and more),0.01
1534,2017,Service,Perdiem - ICU/CCU - Daily Rate (Day 15 to 21),0.0
1535,2017,Service,Perdiem - ICU/CCU - Daily Rate (Day 8 to 14),0.01
1536,2017,Service,Perdiem - ICU/CCU - Daily Rate (Day 1 to 7),0.04
1537,2017,Service,Perdiem - Haemodialysis  (HD),1.44
1538,2017,Service,Perdiem - Day Stay (Day care) Surgical Case - Inclusive.,0.75
1539,2017,Service,Perdiem - Day Stay (Day care) Medical Case - Inclusive.,0.05
1540,2017,Service,Perdiem - Continuous  Ambulatory Peritoneal Dialysis (CAPD).,0.0
1541,2017,Service,Perdiem - Companion Accommodation,0.0
1542,2017,Service,Perdiem - Automated Peritoneal Dialysis (APD).,0.02
1543,2017,Service,Per Diem- Bundled Base Payment of home care  (Level 4- Complex )                                                                                                                     *-A bundled payment that includes all medical services and transportation,0.13
1544,2017,Service,Per Diem-  Bundled Base Payment of home care  (Level 3- Intensive)                                                                                                                              * -A bundled payment that includes all medical services and tra,1.3
1545,2017,Service,Per Diem- Bundled Base Payment of home care  (Level 2- Intermediate )                                                                                                           * -A bundled payment that includes all medical services and transportation - Su,2.63
1546,2017,Service,Per Diem- Bundled Base Payment of home care (Level 1- SIMPLE )                                                                                                                    * -A bundled payment that includes all medical services and transportation -,0.44
1547,2017,Service,Paediatric intensive care Unit (PICU),0.0
1548,2017,Service,Outlier Payment,0.69
1549,2017,Service,Operating Room Services - Minor Surgery,0.0
1550,2017,Service,Operating Room Services - General Classification,0.0
1551,2017,Service,Operating Room Services - First Hour,0.0
1552,2017,Service,Operating Room Services - Every Additional 1/2 hr.,0.0
1553,2017,Service,Nursery - General Classification,0.0
1554,2017,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: more than 48 sq inches / 300 sq centimeters.",0.0
1555,2017,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: between 16 sq inches / 100 sq centimeters  and 48 sq inches / 300 sq centimeters .",0.0
1556,2017,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: 16 sq inches / 100 sq centimeters or less.",0.02
1557,2017,Service,Neonatal Intensive Care Unit (NICU),0.0
1558,2017,Service,Intensive Care Unit (ICU),0.0
1559,2017,Service,Emergency Room - Hourly Rate,0.0
1560,2017,Service,DRG Add-on Payment for High Cost Consumables,0.2
1561,2017,Service,Delivery Room,0.0
1562,2017,Service,Day Stay (Day care) Room - Daily Rate,0.0
1563,2017,Service,Coronary Care Unit (CCU),0.0
1564,2017,Service,Consultation - Specialist,0.0
1565,2017,Service,"Comprehensive screening evaluation and management by clinician of an individual, including an age and gender appropriate history, questionnaire filling, examination, and ordering of laboratory/diagnostic procedures, new or established patient; 30-40 minut",0.07
1566,2017,Service,"Comprehensive screening by a non-physician clinician of an individual, including vital signs, an age and gender appropriate history, coordination for ordering of laboratory/diagnostic procedures and questionnaire filling, new or established patient; 30-40",0.0
1567,2017,Service,Catheterization Lab,0.0
1568,2018,CPT,Urinary System,0.29
1569,2018,CPT,Respiratory System,0.54
1570,2018,CPT,Radiology,2.39
1571,2018,CPT,Radiologic Guidance,0.0
1572,2018,CPT,Radiation Oncology,0.23
1573,2018,CPT,Pathology & Laboratory,17.88
1574,2018,CPT,Operating Microscope,0.0
1575,2018,CPT,Nuclear Medicine,0.24
1576,2018,CPT,Nervous System,0.07
1577,2018,CPT,,0.01
1578,2018,CPT,Musculoskeletal,0.51
1579,2018,CPT,Mediastinum & Diaphragm,0.0
1580,2018,CPT,Maternity Care & Delivery,0.1
1581,2018,CPT,Male Genital System,0.1
1582,2018,CPT,Integumentary,0.57
1583,2018,CPT,Hemic & Lymphatic Systems,0.01
1584,2018,CPT,General,0.01
1585,2018,CPT,Female Genital System,0.19
1586,2018,CPT,Eye & Ocular Adnexa,0.82
1587,2018,CPT,Evaluation & Management,12.32
1588,2018,CPT,Endocrine System,0.0
1589,2018,CPT,Digestive System,0.56
1590,2018,CPT,Diagnostic Ultrasound,2.64
1591,2018,CPT,Cardiovascular System,0.16
1592,2018,CPT,Breast Mammography,0.06
1593,2018,CPT,Bone/Joint Studies,0.04
1594,2018,CPT,Auditory System,0.14
1595,2018,CPT,Anesthesia,0.0
1596,2018,Dental,Unclassified Treatments,0.01
1597,2018,Dental,Test/Analysis/Laboratory Procedures/Interpretation And/Or Reports,0.0
1598,2018,Dental,"Temporomandibular Joint Dysfunctions, Treatment Of",0.0
1599,2018,Dental,"Template, Surgical (Includes Diagnostic Wax-Up.  Also Used To Locate And Orient Osseo-Integrated Implants)",0.0
1600,2018,Dental,Surgical Incisions,0.0
1601,2018,Dental,"Surgical Excisions (Not In Conjunction With Tooth Removal, Including Biopsy)",0.01
1602,2018,Dental,"Space Maintainers
(Includes The Design, Separation, Fabrication, Insertion And Where Applicable Initial Cementation And Removal)",0.01
